NTAName,County Name,Total Population,Male_Pop,Female_Pop,Hsp_Pop,Not_Hsp_Pop,White_Pop,Black_Pop,AmericanIndian_AlaskanNative_Pop,Asian_Pop,NativeHawaiian_Pop,Other_Pop,Two+_Pop,BoroCode,Shape_Leng,Shape_Area,Male_Pop_WA,Female_Pop_WA,Hsp_Pop_WA,Not_Hsp_Pop_WA,White_Pop_WA,Black_Pop_WA,AmericanIndian_AlaskanNative_Pop_WA,Asian_Pop_WA,NativeHawaiian_Pop_WA,Other_Pop_WA,Two+_Pop_WA
Jackson Heights, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,27112.8052247,39315143.6312,78663.25301204821,78667.25301204821,105780.0582367482,39420923.68943675,39499586.9424488,39578254.19546085,39684034.2536976,79104957.94313435,118604544.88558315,158182799.081044,197866833.3347416
Jacob Riis Park-Fort Tilden-Breezy Point Tip, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,63380.5467753,52637903.9736,78663.25301204821,78667.25301204821,142047.79978734822,52779951.77338735,52858615.026399404,52937282.27941145,53079330.0791988,105859281.85258615,158717896.87898555,211655179.15839702,264734509.2375958
Jamaica, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,41767.6656155,46830463.4565,78663.25301204821,78667.25301204821,120434.91862754819,46950898.37512755,47029561.6281396,47108228.88115165,47228663.79977919,94179562.17490673,141209123.80304635,188317352.68419796,235546016.48397714
Jamaica Bay (East), Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,148864.816272,69920670.4073,78663.25301204821,78667.25301204821,227532.06928404822,70148202.47658405,70226865.7295961,70305532.98260814,70533065.05189219,140681267.52847624,210908133.25807232,281213666.24068046,351746731.2925726
Jamaica Bay (West), Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,136901.829722,39754276.8935,110544.24637681161,110547.2463768116,247449.07609881164,40001725.969598815,40112270.21597563,40222817.46235244,40470266.53845125,80471992.50805005,120584262.72402568,160807080.18637812,201277346.72482938
Jamaica Estates-Holliswood, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,32384.3000502,39411596.0748,78663.25301204821,78667.25301204821,111051.55306224822,39522647.62786225,39601310.880874306,39679978.13388635,39791029.6869486,79313677.31481086,118914988.19568515,158594966.32957152,198385996.0165201
Jamaica Hills-Briarwood, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,29649.1629441,27602417.6831,78663.25301204821,78667.25301204821,108316.41595614821,27710734.099056147,27789397.352068193,27868064.60508024,27976381.02103639,55687115.12009254,83476512.47216073,111344577.07724097,139320958.09827736
John F. Kennedy International Airport, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,103582.25394300002,197189858.869,78663.25301204821,78667.25301204821,182249.50695504821,197372108.37595505,197450771.6289671,197529438.88197917,197711688.38893422,395083796.7648893,592534568.3938564,790064007.2758355,987775695.6647698
Kensington, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,20316.7344947,17471228.5678,110544.24637681161,110547.2463768116,130863.9808715116,17602092.54867151,17712636.795048326,17823184.041425135,17954048.02229665,35556140.57096816,53268777.366016485,71091961.40744162,89046009.42973827
Kew Gardens, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,21653.2155934,20284898.865,78663.25301204821,78667.25301204821,100320.46860544822,20385219.33360545,20463882.586617496,20542549.839629542,20642870.308234993,41028089.64184044,61491972.22845794,82034522.06808747,102677392.37632246
Kew Gardens Hills, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,28339.3049048,34306412.9191,78663.25301204821,78667.25301204821,107006.5579168482,34413419.47701685,34492082.7300289,34570749.983040944,34677756.540957786,69091176.01797464,103583258.74800356,138154008.7310445,172831765.27200228
Kingsbridge Heights-Van Cortlandt Village, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,20452.7868037,10966721.1851,73248.22448979592,73250.22448979592,93703.01129349592,11060424.196393495,11133672.420883292,11206922.645373087,11300625.656666584,22361049.85306008,33494722.273943376,44701644.91931646,56002270.57598305
Kingsbridge-Marble Hill, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,19810.9644057,12312473.8953,73248.22448979592,73250.22448979592,93061.18889549593,12405535.084195497,12478783.308685293,12552033.533175088,12645094.722070584,25050629.806266077,37529413.11495137,50081446.64812646,62726541.37019705
Kissena Park, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,15362.4024507,11015411.5821,78663.25301204821,78667.25301204821,94029.65546274821,11109441.237562748,11188104.490574796,11266771.743586846,11360801.399049595,22470242.63661234,33658347.12718714,44925118.87077398,56285920.26982357
LaGuardia Airport, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,40422.8383252,30591951.893200003,78663.25301204821,78667.25301204821,119090.09133724819,30711041.984537248,30789705.237549294,30868372.490561344,30987462.58189859,61698504.566435836,92488209.80398513,123356582.29454647,154344044.87644508
Laurelton, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,30011.2811217,39840608.8574,78663.25301204821,78667.25301204821,108678.5341337482,39949287.391533755,40027950.6445458,40106617.89755785,40215296.4316916,80164583.82322536,120192534.46777116,160299152.365329,200514448.79702058
Lincoln Terrace Park, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,4568.61695824,1214617.20439,110544.24637681161,110547.2463768116,115115.8633350516,1329733.0677250517,1440277.3141018632,1550824.5604786747,1665940.4238137265,2995673.4915387784,4435950.805640642,5986775.366119317,7652715.789933043
Long Island City-Hunters Point, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,37376.5879598,27595502.4746,78663.25301204821,78667.25301204821,116043.8409718482,27711546.31557185,27790209.568583895,27868876.82159594,27984920.662567787,55696466.97813964,83486676.54672353,111355553.36831947,139340474.03088725
Longwood, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,21721.7556755,15385148.4557,73248.22448979592,73250.22448979592,94971.98016529591,15480120.435865296,15553368.660355093,15626618.884844888,15721590.865010183,31201711.30087548,46755079.961230576,62381698.84607547,78103289.71108565
Lower East Side, New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,19890.8854434,16473190.9115,119808.63157894737,119809.63157894736,139700.51702234737,16612891.42852235,16732700.060101297,16852509.691680245,16992210.208702594,33605101.63722494,50337801.69732624,67190311.38900648,84182521.59770909
Madison, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,26237.2574783,27379162.2434,110544.24637681161,110547.2463768116,136784.5038551116,27515946.747255113,27626490.993631925,27737038.240008734,27873822.743863847,55389769.49111896,83016260.48475088,110753298.72475961,138627121.46862346
Manhattanville-West Harlem, New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,17357.2465699,10734804.8056,119808.63157894737,119809.63157894736,137166.87814884735,10871971.683748849,10991780.315327795,11111589.946906742,11248756.82505559,22120728.50880444,33112508.824132234,44224098.77103897,55472855.59609457
Mapleton-Midwood (West), Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,27783.8768355,31356436.5244,110544.24637681161,110547.2463768116,138331.1232123116,31494767.64761231,31605311.893989123,31715859.140365932,31854190.263578244,63348957.91119056,94954269.80517969,126670128.94554563,158524319.20912388
Marine Park-Mill Basin-Bergen Beach, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,76296.3787283,58872206.5056,110544.24637681161,110547.2463768116,186843.6251051116,59059050.13070512,59169594.37708192,59280141.623458736,59466985.24856385,118526035.37926896,177695629.75635087,236975771.37980962,296442756.62837344
Marine Park-Plumb Island, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,96948.219886,43276897.0904,110544.24637681161,110547.2463768116,207495.4662628116,43484392.55666282,43594936.80303963,43705484.049416445,43912979.515679255,87397372.07234208,130992308.87538172,174697792.9247982,218610772.44047743
Mariner's Harbor-Arlington-Graniteville, Richmond,21443.217391304348,10467.608695652174,10975.608695652174,3954.652173913044,17488.565217391304,12788.608695652174,1949.9565217391305,29.217391304347824,2221.782608695652,0.0,45.73913043478261,453.2608695652174,5.0,71333.5623348,89389091.0034,60375.0,60380.0,131713.5623348,89520804.5657348,89581179.5657348,89641559.5657348,89773273.12806961,179294077.6938044,268875257.2595392,358516816.825274,448290089.9533436
Maspeth, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,53782.1063808,58317407.9791,78663.25301204821,78667.25301204821,132449.35939284822,58449857.33849285,58528520.591504894,58607187.84451694,58739637.203909785,117189494.54240264,175718015.13390753,234325202.97842446,293064840.18233424
McGuire Fields, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,24718.6596443,10589612.1331,110544.24637681161,110547.2463768116,135265.90602111162,10724878.03912111,10835422.285497922,10945969.531874733,11081235.437895846,21806113.477016956,32641535.762514878,43587505.294389606,54668740.732285455
Melrose, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,19589.1956361,17271763.9632,73248.22448979592,73250.22448979592,92839.42012589591,17364603.383325897,17437851.60781569,17511101.832305487,17603941.25243138,34968544.63575728,52406396.24357297,69917498.07587846,87521439.32830985
Middle Village, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,35018.3939958,34943403.1145,78663.25301204821,78667.25301204821,113685.6470078482,35057088.76150785,35135752.01451989,35214419.26753194,35328104.91453979,70385193.67604764,105520945.69056752,140735364.95809945,176063469.87263927
Middle Village Cemetery, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,10370.4612317,5511491.24901,78663.25301204821,78667.25301204821,89037.71424374821,5600528.963253749,5679192.216265797,5757859.469277845,5846897.183521594,11447426.146775343,17126618.36304114,22884477.832318984,28731375.01584058
Midtown South-Flatiron-Union Square, New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,18800.7659695,14878105.144099995,119808.63157894737,119809.63157894736,138610.39754844736,15016715.541648442,15136524.17322739,15256333.804806337,15394944.202354785,30411659.74400322,45548183.91723061,60804517.72203694,76199461.92439172
Midtown-Times Square, New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,21258.4013714,24552509.126,119808.63157894737,119809.63157894736,141068.03295034738,24693577.158950347,24813385.790529296,24933195.42210824,25074263.45505859,49767840.61400894,74581226.40453824,99514421.82664648,124588685.28170505
Midwood, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,25033.2774041,32217737.395500004,110544.24637681161,110547.2463768116,135580.5237809116,32353317.91928092,32463862.165657733,32574409.41203454,32709989.935815457,65063307.85509637,97527170.0207541,130101579.43278864,162811569.3686041
Miller Field, Richmond,21443.217391304348,10467.608695652174,10975.608695652174,3954.652173913044,17488.565217391304,12788.608695652174,1949.9565217391305,29.217391304347824,2221.782608695652,0.0,45.73913043478261,453.2608695652174,5.0,19197.2009732,10866804.1436,60375.0,60380.0,79577.2009732,10946381.3445732,11006756.3445732,11067136.3445732,11146713.5455464,22093094.890119597,33099851.234692797,44166987.579266,55313701.124812394
Montefiore Cemetery, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,11843.0836062,5322022.89155,78663.25301204821,78667.25301204821,90510.33661824821,5412533.228168247,5491196.481180296,5569863.734192344,5660374.070810592,11072907.29897884,16564103.780159134,22133967.514351476,27794341.58516207
Morningside Heights, New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,17757.8073339,15922766.5105,119808.63157894737,119809.63157894736,137567.43891284737,16060333.949412849,16180142.580991797,16299952.212570745,16437519.651483594,32497853.60089644,48677996.18188823,64977948.39445897,81415468.04594256
Morris Park, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,24671.3980769,27833108.8186,73248.22448979592,73250.22448979592,97921.6225666959,27931030.441166695,28004278.66565649,28077528.890146285,28175450.512712978,56106480.95387968,84110759.61953616,112188288.50968245,140363739.02239543
Morrisania, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,21889.2147161,13811173.7627,73248.22448979592,73250.22448979592,95139.43920589592,13906313.201905897,13979561.426395694,14052811.650885489,14147951.090091385,28054264.291997284,42033825.718392976,56086637.36927847,70234588.45936985
Mott Haven-Port Morris, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,29217.8230113,40974654.6448,73248.22448979592,73250.22448979592,102468.0475010959,41077122.6923011,41150370.9167909,41223621.141280696,41326089.1887818,82403211.88108289,123553582.7978738,164777203.93915448,206103293.12793627
Mount Eden-Claremont (West), Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,21548.5389296,13607266.0084,73248.22448979592,73250.22448979592,94798.76341939591,13702064.771819398,13775312.996309193,13848563.220798988,13943361.984218385,27645426.756037787,41420739.75234698,55269302.97314596,69212664.95736435
Mount Hebron & Cedar Grove Cemeteries, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,15876.2581121,9208958.14137,78663.25301204821,78667.25301204821,94543.51112414821,9303501.65249415,9382164.905506197,9460832.158518245,9555375.669642394,18858877.322136544,28241042.22764274,37701874.386160985,47257250.05580338
Mount Hope, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,16278.243664,12684327.5421,73248.22448979592,73250.22448979592,89528.46815379591,12773856.010253796,12847104.234743591,12920354.459233388,13009882.927387184,25783738.93764098,38630843.172384575,51551197.63161797,64561080.55900515
Mount Olivet & All Faiths Cemeteries, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,19120.1861238,7642767.67572,78663.25301204821,78667.25301204821,97787.43913584821,7740555.114855848,7819218.367867896,7897885.620879944,7995673.060015792,15736228.17487164,23555446.542739533,31453332.16361948,39449005.22363528
Murray Hill-Broadway Flushing, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,37469.2244064,56452698.9206,78663.25301204821,78667.25301204821,116136.47741844821,56568835.39801844,56647498.651030496,56726165.90404254,56842302.38146099,113411137.77947941,170058636.43050992,226784802.33455247,283627104.7160135
Murray Hill-Kips Bay, New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,23944.8002383,15771152.6765,119808.63157894737,119809.63157894736,143754.43181724736,15914907.108317247,16034715.739896195,16154525.371475141,16298279.803292388,32213186.911609635,48247902.65150583,64402428.022980966,80700707.82627337
New Dorp-Midland Beach, Richmond,21443.217391304348,10467.608695652174,10975.608695652174,3954.652173913044,17488.565217391304,12788.608695652174,1949.9565217391305,29.217391304347824,2221.782608695652,0.0,45.73913043478261,453.2608695652174,5.0,49753.47357709999,62182629.3757,60375.0,60380.0,110133.4735771,62292762.84927709,62353137.84927709,62413517.84927709,62523651.32285418,124816414.17213127,187169552.02140835,249583069.87068543,312106721.1935396
New Springville-Willowbrook-Bulls Head-Travis, Richmond,21443.217391304348,10467.608695652174,10975.608695652174,3954.652173913044,17488.565217391304,12788.608695652174,1949.9565217391305,29.217391304347824,2221.782608695652,0.0,45.73913043478261,453.2608695652174,5.0,91568.3054592,209443473.653,60375.0,60380.0,151948.30545919997,209595421.9584592,209655796.9584592,209716176.9584592,209868125.2639184,419463547.2223776,629119344.1808367,838835521.1392959,1048703646.4032143
North & South Brother Islands, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,6884.55137338,930649.183072,73248.22448979592,73250.22448979592,80134.77586317592,1010783.958935176,1084032.183424972,1157282.4079147677,1237417.1837779437,2248201.1427131197,3332233.3261380917,4489515.734052859,5726932.9178308025
North Corona, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,15547.581323599998,13961243.7702,78663.25301204821,78667.25301204821,94214.83433564821,14055458.604535647,14134121.857547697,14212789.110559745,14307003.944895394,28362462.54943104,42496584.40697874,56709373.51753848,71016377.46243387
Norwood, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,22150.3086645,15724928.6239,73248.22448979592,73250.22448979592,95400.5331542959,15820329.157054298,15893577.381544093,15966827.606033888,16062228.139188183,31882557.296242483,47776134.67778658,63742962.283820465,79805190.42300865
Oakland Gardens-Hollis Hills, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,33891.0996748,39634775.4019,78663.25301204821,78667.25301204821,112558.35268684821,39747333.75458685,39825997.0075989,39904664.260610946,40017222.61329779,79764556.36788464,119590553.37548353,159495217.63609448,199512440.24939227
Oakwood-Richmondtown, Richmond,21443.217391304348,10467.608695652174,10975.608695652174,3954.652173913044,17488.565217391304,12788.608695652174,1949.9565217391305,29.217391304347824,2221.782608695652,0.0,45.73913043478261,453.2608695652174,5.0,44192.903218,55937303.1147,60375.0,60380.0,104572.903218,56041876.017918,56102251.017918,56162631.01791799,56267203.92113599,112309079.93905398,168411330.95697197,224573961.97488996,280841165.89602596
Ocean Hill, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,22494.5815273,20089910.8185,110544.24637681161,110547.2463768116,133041.82790411162,20222952.64640411,20333496.892780922,20444044.139157735,20577085.967061844,40800038.61346595,61133535.50624688,81577579.6454046,102154665.61246645
Old Astoria-Hallets Point, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,15402.9907928,11092345.0547,78663.25301204821,78667.25301204821,94070.2438048482,11186415.29850485,11265078.551516898,11343745.804528948,11437816.048333796,22624231.34683865,33889309.89835555,45233055.702884495,56670871.7512183
Ozone Park, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,25097.1962606,25107784.8345,78663.25301204821,78667.25301204821,103764.44927264821,25211549.283772647,25290212.536784694,25368879.78979674,25472644.239069387,50684193.52284204,75974406.05962673,101343285.84942347,126815930.08849286
Ozone Park (North), Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,24790.7567832,18087303.6296,78663.25301204821,78667.25301204821,103458.0097952482,18190761.63939525,18269424.892407294,18348092.145419344,18451550.155214593,36642311.794609845,54911736.68701713,73259828.83243647,91711378.98765106
Park Slope, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,23501.696633,25829299.245,110544.24637681161,110547.2463768116,134048.94300981163,25963348.188009813,26073892.434386626,26184439.680763435,26318488.623773247,52281836.81178306,78355729.24616969,104540168.92693312,130858657.55070639
Parkchester, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,12411.8211658,9184335.19283,73248.22448979592,73250.22448979592,85662.04565559592,9269997.238485597,9343245.462975394,9416495.687465189,9502157.733120786,18772154.97160638,28115400.434581775,37531896.122046955,47034053.85516775
Pelham Bay Park, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,111114.67902300002,99256120.3717,73248.22448979592,73250.22448979592,184364.90351279595,99440485.2752128,99513733.49970259,99586983.72419238,99771348.62770517,199211833.90291798,298725567.40262055,398312551.126813,498083899.75451815
Pelham Bay-Country Club-City Island, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,121141.290814,35309788.882,73248.22448979592,73250.22448979592,194391.51530379592,35504180.3973038,35577428.6217936,35650678.84628339,35845070.36158719,71349250.75889099,106926679.38068458,142577358.22696796,178422428.58855516
Pelham Gardens, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,24343.0047644,30064822.7853,73248.22448979592,73250.22448979592,97593.22925419592,30162416.0145542,30235664.239043996,30308914.46353379,30406507.692787986,60568923.707342185,90804587.94638619,121113502.40991998,151520010.10270795
Pelham Parkway-Van Nest, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,22996.7596459,15587595.457400002,73248.22448979592,73250.22448979592,96246.98413569592,15683842.441535696,15757090.666025493,15830340.890515288,15926587.874650985,31610430.31618668,47367520.98221218,63197861.87272746,79124449.74737844
