NTAName,County Name,Total Population,Male_Pop,Female_Pop,Hsp_Pop,Not_Hsp_Pop,White_Pop,Black_Pop,AmericanIndian_AlaskanNative_Pop,Asian_Pop,NativeHawaiian_Pop,Other_Pop,Two+_Pop,BoroCode,Shape_Leng,Shape_Area,Male_Pop_WA,Female_Pop_WA,Hsp_Pop_WA,Not_Hsp_Pop_WA,White_Pop_WA,Black_Pop_WA,AmericanIndian_AlaskanNative_Pop_WA,Asian_Pop_WA,NativeHawaiian_Pop_WA,Other_Pop_WA,Two+_Pop_WA
East Elmhurst, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,24418.5676139,28763853.7419,78663.25301204821,78667.25301204821,103085.8206259482,28866939.56252595,28945602.815537997,29024270.068550043,29127355.889175992,57994295.45170194,86939898.26723994,115964168.33578998,145091524.22496596
East Flatbush-Erasmus, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,21908.3884789,19770955.739,110544.24637681161,110547.2463768116,132455.6348557116,19903411.37385571,20013955.620232522,20124502.866609335,20256958.50146505,40160369.875320755,60174325.49555328,80298828.3621626,100555786.86362764
East Flatbush-Farragut, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,23276.2090214,24121898.8739,110544.24637681161,110547.2463768116,133823.4553982116,24255722.329298213,24366266.575675026,24476813.822051834,24610637.277450047,48866359.60674825,73232626.1824233,97709440.00447513,122320077.28192519
East Flatbush-Remsen Village, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,22055.8320771,18387355.0992,110544.24637681161,110547.2463768116,132603.0784539116,18519958.177653912,18630502.424030725,18741049.670407534,18873652.748861447,37393610.92651536,56024113.35054608,74765163.02095363,93638815.76981507
East Flatbush-Rugby, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,31993.7796916,27207437.7154,110544.24637681161,110547.2463768116,142541.0260684116,27349978.74146841,27460522.987845223,27571070.234222036,27713611.260290448,55063590.00175886,82524112.98960409,110095183.22382611,137808794.48411655
East Flushing, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,28376.5005507,31659932.7074,78663.25301204821,78667.25301204821,107043.7535627482,31766976.460962754,31845639.7139748,31924306.966986846,32031350.720549595,63798327.18151235,95643966.89548714,127568273.862474,159599624.58302358
East Harlem (North), New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,28711.0003115,26104504.8437,119808.63157894737,119809.63157894736,148520.63189044737,26253025.47559045,26372834.107169397,26492643.73874834,26641164.37063879,52894189.84622924,79267023.95339863,105759667.69214697,132400832.06278576
East Harlem (South), New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,18682.2650608,16653939.7417,119808.63157894737,119809.63157894736,138491.89663974737,16792431.638339747,16912240.269918695,17032049.901497643,17170541.798137393,33962973.43647713,50875213.706395835,67907263.60789348,85077805.40603086
East Midtown-Turtle Bay, New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,16654.6859918,13138095.6198,119808.63157894737,119809.63157894736,136464.31757074734,13274559.937370747,13394368.568949696,13514178.200528644,13650642.518099392,26925202.455470137,40319571.02441983,53833749.22494847,67484391.74304786
East New York (North), Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,25635.3385327,27907173.2049,110544.24637681161,110547.2463768116,136182.5849095116,28043355.789809506,28153900.03618632,28264447.28256313,28400629.86747264,56443985.65728215,84597885.69346847,112862332.97603159,141262962.84350425
East New York-City Line, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,29722.6976672,31529168.105099995,110544.24637681161,110547.2463768116,140269.94404401162,31669438.049144007,31779982.29552082,31890529.54189763,32030799.485941645,63700237.535085656,95480219.83060648,127370749.37250409,159401548.85844573
East New York-New Lots, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,36564.358077,46453841.9053,110544.24637681161,110547.2463768116,147111.6044538116,46600953.509753816,46711497.75613063,46822045.00250743,46969156.60696125,93570110.11671507,140281607.8728457,187103652.87535313,234072809.48231438
East Village, New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,21672.4148921,18977686.1882,119808.63157894737,119809.63157894736,141482.04647104736,19119168.23467105,19238976.866249997,19358786.497828946,19500268.544299994,38619436.77897104,57858413.64522104,77217200.14304999,96717468.68734996
East Williamsburg, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,43184.7728154,52266211.2654,110544.24637681161,110547.2463768116,153732.0191922116,52419943.28459221,52530487.53096902,52641034.77734583,52794766.79653804,105214710.08113025,157745197.6120993,210386232.3894451,263180999.18598312
Eastchester-Edenwald-Baychester, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,54240.4870054,56395309.7959,73248.22448979592,73250.22448979592,127490.71149519591,56522800.50739519,56596048.73188499,56669298.956374794,56796789.667869985,113319590.17526518,169915638.90715018,226584937.86352497,283381727.53139496
Elmhurst, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,31838.0542558,42102083.9343,78663.25301204821,78667.25301204821,110505.3072678482,42212589.24156785,42291252.494579904,42369919.74759195,42480425.0548598,84693014.29642765,126984266.79100755,169354186.5385995,211834611.5934593
Far Rockaway-Bayswater, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,48626.2096497,60475222.2948,78663.25301204821,78667.25301204821,127293.4626617482,60602515.75746175,60681179.010473795,60759846.26348584,60887139.72614759,121489655.48360933,182170834.49408314,242930680.757569,303817820.48371655
Ferry Point Park-St. Raymond Cemetery, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,26872.2149219,21745194.1736,73248.22448979592,73250.22448979592,100122.43941169592,21845316.613011695,21918564.83750149,21991815.061991286,22091937.50140298,43937254.11441468,65855818.951916166,87847634.01390746,109939571.51531044
Financial District-Battery Park City, New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,44446.2387314,19245020.2043,119808.63157894737,119809.63157894736,164255.87031034738,19409276.07461035,19529084.706189297,19648894.337768245,19813150.20807859,39222426.28268894,58751510.988878235,78400405.32664648,98213555.53472507
Flatbush, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,33235.6144991,24024170.8588,110544.24637681161,110547.2463768116,143782.8608759116,24167953.719675913,24278497.966052726,24389045.212429535,24532828.073305447,48700781.792981364,72979279.75903408,97368324.97146362,121901153.04476908
Flatbush (West)-Ditmas Park-Parkville, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,31252.1644935,22904661.2315,110544.24637681161,110547.2463768116,141799.4108703116,23046460.642370313,23157004.888747126,23267552.135123935,23409351.545994245,46455812.18836456,69612817.07711168,92880369.21223561,116289720.75822987
Flatlands, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,40597.2781543,54337180.5023,110544.24637681161,110547.2463768116,151144.5245311116,54488325.02683111,54598869.273207925,54709416.51958474,54860561.04411585,109348886.07094696,163947755.3441549,218657171.8637396,273517732.90785545
Flushing Meadows-Corona Park, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,61473.3232936,55241396.9518,78663.25301204821,78667.25301204821,140140.5763056482,55381537.52810565,55460200.7811177,55538868.034129746,55679008.6104354,111060546.13854104,166520746.91965872,222059614.9537885,277738623.5642239
Flushing-Willets Point, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,30770.9094022,38542563.309,78663.25301204821,78667.25301204821,109438.1624142482,38652001.47141425,38730664.72442631,38809331.97743835,38918770.1398526,77570771.61126685,116301436.33569315,155110768.3131315,194029538.45298412
Fordham Heights, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,12917.2800852,7379039.861429999,73248.22448979592,73250.22448979592,86167.50457499592,7465207.366004995,7538455.590494791,7611705.814984587,7697873.3195595825,15163080.685564578,22701536.27605937,30313242.091043957,38011115.410603546
Forest Hills, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,36075.2581008,57953604.1125,78663.25301204821,78667.25301204821,114742.51111284821,58068346.62361284,58147009.87662489,58225677.12963694,58340419.64074978,116408766.26436263,174555776.14098755,232781453.27062446,291121872.9113743
Forest Park, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,29484.7879712,24010777.1287,78663.25301204821,78667.25301204821,108152.04098324821,24118929.169683248,24197592.422695294,24276259.67570734,24384411.716690585,48503340.88637383,72700933.30906913,96977192.98477645,121361604.70146705
Fort Greene, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,23284.8140224,17534196.383,110544.24637681161,110547.2463768116,133832.0603992116,17668028.443399213,17778572.689776026,17889119.936152834,18022951.996552046,35690980.439951256,53469553.12972729,71358673.06588012,89381625.06243217
Fort Hamilton, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,16461.0789457,8463972.36796,110544.24637681161,110547.2463768116,127008.3253225116,8590980.693282513,8701524.939659324,8812072.186036136,8939080.511358647,17530061.20464116,26231586.144300483,35043658.330336615,43982738.841695264
Fort Totten, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,14563.738159900002,6957321.37097,78663.25301204821,78667.25301204821,93230.9911719482,7050552.362141948,7129215.615153996,7207882.868166044,7301113.859337993,14351666.221479941,21480881.83663394,28688764.70479998,35989878.56413797
Fort Wadsworth, Richmond,21443.217391304348,10467.608695652174,10975.608695652174,3954.652173913044,17488.565217391304,12788.608695652174,1949.9565217391305,29.217391304347824,2221.782608695652,0.0,45.73913043478261,453.2608695652174,5.0,14816.1044546,9864873.50236,60375.0,60380.0,75196.10445459999,9940069.606814599,10000444.606814599,10060824.606814599,10136020.7112692,20076090.318083797,30076534.924898397,40137359.531712994,50273380.242982194
Fresh Meadows-Utopia, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,28347.5466923,33196055.893200003,78663.25301204821,78667.25301204821,107014.79970434819,33303070.69290435,33381733.945916396,33460401.19892844,33567415.99863279,66870486.69153714,100252220.63745354,133712621.83638199,167280037.8350148
Freshkills Park (North), Richmond,21443.217391304348,10467.608695652174,10975.608695652174,3954.652173913044,17488.565217391304,12788.608695652174,1949.9565217391305,29.217391304347824,2221.782608695652,0.0,45.73913043478261,453.2608695652174,5.0,44304.7613848,68122138.9666,60375.0,60380.0,104684.76138479999,68226823.7279848,68287198.7279848,68347578.7279848,68452263.4893696,136679087.21735442,204966285.9453392,273313864.67332405,341766128.1626937
Freshkills Park (South), Richmond,21443.217391304348,10467.608695652174,10975.608695652174,3954.652173913044,17488.565217391304,12788.608695652174,1949.9565217391305,29.217391304347824,2221.782608695652,0.0,45.73913043478261,453.2608695652174,5.0,33945.4202907,47758768.5386,60375.0,60380.0,94325.4202907,47853093.95889069,47913468.95889069,47973848.95889069,48068174.37918139,95921268.33807209,143834737.29696277,191808586.25585347,239876760.63503486
Glen Oaks-Floral Park-New Hyde Park, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,33404.1387431,45421116.8137,78663.25301204821,78667.25301204821,112071.3917551482,45533188.20545515,45611851.45846719,45690518.71147924,45802590.10323439,91335778.30868952,136947629.76715672,182638148.47863597,228440738.58187035
Glendale, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,41557.4902549,30006442.3282,78663.25301204821,78667.25301204821,120224.74326694822,30126667.07146695,30205330.324478995,30283997.577491045,30404222.320757993,60530889.392224945,90736219.71670394,121020217.29419498,151424439.61495298
Gramercy, New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,12096.890854,7526916.452149999,119808.63157894737,119809.63157894736,131906.52243294736,7658822.974582947,7778631.606161893,7898441.237740841,8030347.760173789,15689170.734756736,23467802.340918627,31366243.578659467,39396591.33883326
Grasmere-Arrochar-South Beach-Dongan Hills, Richmond,21443.217391304348,10467.608695652174,10975.608695652174,3954.652173913044,17488.565217391304,12788.608695652174,1949.9565217391305,29.217391304347824,2221.782608695652,0.0,45.73913043478261,453.2608695652174,5.0,43111.4120145,80113138.3202,60375.0,60380.0,103491.41201449999,80216629.7322145,80277004.7322145,80337384.7322145,80440876.144229,160657505.87644348,240934510.608658,321271895.34087247,401712771.48510146
Gravesend (East)-Homecrest, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,31840.772799900005,34880660.5845,110544.24637681161,110547.2463768116,142388.01917671162,35023048.603676714,35133592.85005353,35244140.09643034,35386528.11560705,70409576.71928376,105543169.5693373,140787309.66576764,176173837.78137466
Gravesend (South), Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,36857.7899733,25835766.1982,110544.24637681161,110547.2463768116,147405.0363501116,25983171.23455011,26093715.480926923,26204262.727303732,26351667.763653845,52334838.998203956,78428554.47913088,104632817.20643461,130984484.97008847
Gravesend (West), Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,32821.0633932,33835199.9393,110544.24637681161,110547.2463768116,143368.3097700116,33978568.24907001,34089112.49544682,34199659.741823636,34343028.05159365,68321596.30066365,102410708.79611047,136610368.53793412,170953396.58952776
Great Kills Park, Richmond,21443.217391304348,10467.608695652174,10975.608695652174,3954.652173913044,17488.565217391304,12788.608695652174,1949.9565217391305,29.217391304347824,2221.782608695652,0.0,45.73913043478261,453.2608695652174,5.0,41465.4300279,23377914.7603,60375.0,60380.0,101845.43002790002,23479760.190327898,23540135.190327898,23600515.190327898,23702360.620355796,47182120.8106837,70722256.00101158,94322771.1913395,118025131.81169528
Great Kills-Eltingville, Richmond,21443.217391304348,10467.608695652174,10975.608695652174,3954.652173913044,17488.565217391304,12788.608695652174,1949.9565217391305,29.217391304347824,2221.782608695652,0.0,45.73913043478261,453.2608695652174,5.0,67426.8932748,116746800.92200002,60375.0,60380.0,127806.89327480001,116874607.81527482,116934982.81527482,116995362.81527482,117123169.7085496,233997777.52382442,350932760.3390992,467928123.1543741,585051292.8629237
Green-Wood Cemetery, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,18789.0223745,21101598.4551,110544.24637681161,110547.2463768116,129336.26875131161,21230934.723851312,21341478.970228124,21452026.216604937,21581362.485356245,42812297.209207565,64153776.17943568,85605802.39604062,107187164.88139686
Greenpoint, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,28914.1722357,35321852.2888,110544.24637681161,110547.2463768116,139461.4186125116,35461313.70741252,35571857.95378933,35682405.20016614,35821866.61877865,71283180.32619117,106855038.27998051,142537443.48014665,178359310.09892532
Greenwich Village, New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,12973.1279208,10605561.7407,119808.63157894737,119809.63157894736,132782.75949974736,10738344.500199748,10858153.131778695,10977962.763357643,11110745.52285739,21849090.023057137,32707243.15483583,43685205.918193474,54795951.441050865
Hamilton Heights-Sugar Hill, New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,17103.363129,15984382.9696,119808.63157894737,119809.63157894736,136912.99470794736,16121295.964307945,16241104.595886894,16360914.227465842,16497827.22217379,32619123.186481737,48860227.78236862,65221142.00983447,81718969.23200826
Harlem (North), New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,26098.0513913,23790626.0591,119808.63157894737,119809.63157894736,145907.68297024738,23936533.742070243,24056342.37364919,24176152.00522814,24322059.688198388,48258593.43026863,72314935.80391783,96491087.80914597,120813147.49734436
Harlem (South), New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,16624.4627893,14441227.6377,119808.63157894737,119809.63157894736,136434.09436824734,14577661.732068248,14697470.363647196,14817279.995226143,14953714.08959439,29531375.82166264,44228846.185309835,59046126.18053598,73999840.27013037
Hart Island, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,16968.1030104,4905120.41555,73248.22448979592,73250.22448979592,90218.32750019591,4995338.743050196,5068586.967539992,5141837.192029787,5232055.519529983,10227394.262580179,15295981.23012017,20437818.422149956,25669873.94167994
Hell's Kitchen, New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,34651.527343,18382315.8397,119808.63157894737,119809.63157894736,154461.15892194735,18536776.998621944,18656585.630200893,18776395.26177984,18930856.420701787,37467633.419323735,56124219.049524635,74900614.31130448,93831470.73200627
Highbridge, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,15718.8767396,13050500.441,73248.22448979592,73250.22448979592,88969.10122939592,13139469.542229395,13212717.76671919,13285967.991208985,13374937.092438383,26514406.634667777,39727124.40138696,53013092.39259595,66388029.48503433
Highbridge Park, New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,27245.5892652,7752363.861409999,119808.63157894737,119809.63157894736,147055.22084414738,7899419.082254147,8019227.713833094,8139037.345412041,8286092.566256189,16185511.648510337,24204739.36234343,32343776.707755473,40629869.274011664
Highland Park-Cypress Hills Cemeteries (North), Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,33067.8272172,31227049.9902,78663.25301204821,78667.25301204821,111735.08022924821,31338785.07042925,31417448.323441297,31496115.576453343,31607850.656682592,62946635.727111846,94364084.05055314,125860199.62700647,157468050.28368908
Highland Park-Cypress Hills Cemeteries (South), Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,15889.670132,8100960.00049,110544.24637681161,110547.2463768116,126436.91650881161,8227396.916998811,8337941.163375622,8448488.409752434,8574925.326261245,16802322.243260056,25140263.40663568,33588751.816388115,42163677.14264936
Hoffman & Swinburne Islands, Richmond,21443.217391304348,10467.608695652174,10975.608695652174,3954.652173913044,17488.565217391304,12788.608695652174,1949.9565217391305,29.217391304347824,2221.782608695652,0.0,45.73913043478261,453.2608695652174,5.0,4743.12812675,635701.967583,60375.0,60380.0,65123.12812675,700825.09570975,761200.09570975,821580.09570975,886703.2238365001,1587528.3195462502,2348728.415256,3170308.51096575,4057011.7348022503
Hollis, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,22923.7455112,24469310.8751,78663.25301204821,78667.25301204821,101590.9985232482,24570901.87362325,24649565.126635294,24728232.37964734,24829823.378170587,49400725.25179384,74050290.37842913,98778522.75807647,123608346.13624707
Holy Cross Cemetery, Kings,39309.5652173913,18724.27536231884,20585.289855072464,7384.449275362319,31925.115942028984,14439.623188405798,11254.797101449276,48.81159420289855,4618.63768115942,16.463768115942027,258.768115942029,1288.0144927536232,3.0,9226.10071533,4276575.27415,110544.24637681161,110547.2463768116,119773.34709214162,4396348.621242142,4506892.867618954,4617440.113995765,4737213.461087908,9133562.082330048,13640454.949949004,18257895.06394477,22995108.525032673
Howard Beach-Lindenwood, Queens,28912.83132530121,14155.301204819278,14757.530120481928,8075.240963855422,20837.590361445786,7098.951807228916,4884.253012048192,77.8433734939759,7380.578313253012,9.240963855421686,571.156626506024,815.566265060241,4.0,73875.0861483,52604804.0465,78663.25301204821,78667.25301204821,152542.3391603482,52757346.38566035,52836009.638672404,52914676.89168445,53067219.2308448,105824565.61650515,158660575.25517753,211575252.14686197,264642471.37770677
Hunts Point, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,37430.317447,45038858.63729999,73248.22448979592,73250.22448979592,110680.54193679591,45149539.179236785,45222787.403726585,45296037.62821638,45406718.17015317,90556257.34938997,135779044.75311655,181075082.38133293,226481800.5514861
Hutchinson Metro Center, Bronx,30068.44897959184,14181.734693877552,15886.714285714286,16957.122448979593,13111.326530612245,2680.673469387755,8508.102040816326,69.6734693877551,1102.3061224489795,6.36734693877551,267.6122448979592,476.59183673469386,2.0,20683.484157,12189729.3358,73248.22448979592,73250.22448979592,93933.70864679592,12283663.044446796,12356911.268936591,12430161.493426388,12524095.202073183,24807758.24651998,37164669.51545657,49594831.00888296,62118926.21095614
Inwood, New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,23347.4043037,14437615.803400002,119808.63157894737,119809.63157894736,143157.03588264735,14580772.83928265,14700581.470861597,14820391.102440545,14963548.138323193,29544320.977605842,44244902.44846744,59065293.550907984,74028841.68923117
Inwood Hill Park, New York,43615.10526315789,20781.973684210527,22833.13157894737,11036.684210526317,32578.42105263158,20508.105263157893,5279.289473684211,41.97368421052632,5196.421052631579,9.842105263157896,272.44736842105266,1270.342105263158,1.0,20537.2051943,10007466.9247,119808.63157894737,119809.63157894736,140346.83677324737,10147813.761473246,10267622.393052192,10387432.02463114,10527778.861404387,20675592.62287763,30943215.015929822,41330647.04056096,51858425.90196535
