NTAName_y,Total,"White, not hispanic","Black or African American, not hispanic","American Indian and Alaska Native, not hispanic","Asain, not hispanic","Native Hawaiian and Other Pacific Islander, not hispanic","Some other race alone, not hispanic","Two or More Races, not hispanic",Hispanic or Latino
Prospect Lefferts Gardens-Wingate,53515,22.083527982808558,53.80173783051481,0.09716901803232739,5.985237783798935,0.0,0.4017565168644305,2.9954218443427076,14.635149023638233
Prospect Park,9437,67.03401504715481,4.8214474939069625,0.0,3.4756808307724913,0.0,0.24372152167002223,2.818692381053301,21.606442725442406
Queens Village,109661,31.445089867865512,26.315645489280605,0.1577589115547004,17.545891429040406,0.06292118437730825,3.671314323232507,4.739150655201028,16.062228139447935
Queensboro Hill,20196,12.145969498910675,1.6785502079619727,0.0,67.73123390770449,0.0,0.7328183798772034,0.8367993662111309,16.87462863933452
Queensbridge-Ravenswood-Dutch Kills,111077,30.231281003268002,18.228796240445817,0.0459140956273576,11.873745239788615,0.2646812571459438,0.7652349271226266,3.2130864175301816,35.37726081907145
Randall's Island,17909,32.37478362834329,14.1158076944553,0.11725947847451001,10.480763861745492,0.027918923446311913,1.4182813110726449,0.993913674688704,40.47127142777375
Rego Park,27743,39.38290740006488,3.582885772987781,0.0,37.69599538622355,0.0,0.6668348772663374,2.2528205313051943,16.418556032152253
Richmond Hill,114204,38.05470911701867,8.299183916500299,0.5709081993625442,15.92238450492102,0.0788063465377745,1.0708906868410912,3.0769500192637738,32.926167209554826
Ridgewood,112633,49.449095735708006,2.7052462422203085,0.008878392655793595,6.515852370086919,0.0,0.3169586178118313,2.3021672156472794,38.70180142586986
Rikers Island,11139,33.62958972977826,35.0210970464135,0.5925127928898465,4.973516473651136,0.0,0.0,2.1545919741448962,23.628691983122362
Riverdale-Spuyten Duyvil,108627,36.56181244073757,24.04834893718873,0.034061513251769815,5.425907002863008,0.019332210223977464,0.7208152669225882,2.7230798972631116,30.46664273154925
Rockaway Beach-Arverne-Edgemere,48121,15.126452068743376,50.72837222834106,0.48627418382826626,4.391014318073191,0.0,2.5020261424326176,2.495791858024563,24.27006920055693
Rockaway Community Park,0,,,,,,,,
Rosebank-Shore Acres-Park Hill,69331,23.126739842206227,12.971109604650158,0.19616044770737479,32.04627078795921,0.023077699730279386,1.0716706812248489,1.8519854033549208,28.71298553316698
Rosedale,32392,16.23857742652507,66.6090392689553,0.12040009878982465,5.090763151395406,0.0,0.7069646826376883,2.2937762410471723,8.940479130649544
Sheepshead Bay-Manhattan Beach-Gerritsen Beach,84373,47.634906901496926,26.836784279331066,0.2500800018963413,14.699015087765044,0.0,0.3899351688336316,2.2803503490453108,7.908928211631682
Shirley Chisholm State Park,0,,,,,,,,
Snug Harbor,0,,,,,,,,
SoHo-Little Italy-Hudson Square,62910,47.44396757272294,12.053727547289778,0.022254013670322682,14.533460499125736,0.04927674455571452,0.5436337625178826,3.1759656652360517,22.177714194881577
Soundview Park,6466,5.552118775131457,9.526755335601608,0.01546551190844417,15.511908444169503,0.09279307145066501,0.9124652025982061,3.9437055366532627,64.44478812248686
Soundview-Bruckner-Bronx River,182137,33.75151671543948,14.600547939188631,0.1965553402109401,12.189176279394083,0.05325661452642791,0.9207354903177278,2.4382744856893437,35.84993713523337
Soundview-Clason Point,83420,20.88228242627667,16.23231838887557,0.2301606329417406,17.24886118436826,0.0,0.24934068568688564,1.8796451690242146,43.27739151282666
South Jamaica,111368,21.414589469147334,29.9915595144027,0.21729760793046476,19.899791681632067,0.00628546799798865,3.108612887005244,2.3256231592558003,23.036240212628403
South Ozone Park,217697,19.388875363463896,18.901960063758345,0.41066252635543904,24.79087906585759,0.09462693560315484,4.888905221477558,3.571937141990932,27.952153681493087
South Richmond Hill,69581,38.376855750851526,5.648093588767048,0.17389804688061394,26.732872479556203,0.04455239217602506,5.715640764001667,2.4489443957402166,20.859142582026703
South Williamsburg,53056,80.77503015681545,2.757463811821472,0.0,2.5256332931242462,0.0,0.21109770808202655,0.6144451145958987,13.116329915560918
Spring Creek Park,0,,,,,,,,
Spring Creek-Starrett City,15074,16.56494626509221,58.19954889213215,0.24545575162531508,3.0582459864667637,0.0,0.9088496749369777,2.12286055459732,18.900092875149262
Springfield Gardens (North)-Rochdale Village,42829,10.271078007891848,69.17976137663733,0.03268813187326344,3.2991664526372317,0.0,1.2841766093067781,2.526325620490789,13.406803801162765
Springfield Gardens (South)-Brookville,27945,6.2372517444981215,74.27088924673467,0.146716765074253,4.734299516908213,0.26480586867060296,1.0341742708892467,3.1347289318303813,10.177133655394526
St. Albans,135450,17.84643779992617,50.391288298265046,0.48726467331118495,13.071982281284608,0.08416389811738649,1.1081579918789222,3.0011074197120706,14.009597637504614
St. George-New Brighton,61356,56.72305886954822,10.791120672794836,0.14016559097724754,9.107503748614644,0.030966816611252362,0.07986179020796662,4.273420692352826,18.853901818893018
St. John Cemetery,0,,,,,,,,
St. Michael's Cemetery,5804,6.392143349414198,36.64713990351482,0.10337698139214334,1.3783597518952446,0.0,0.34458993797381116,2.8600964851826327,52.27429359062715
Stuyvesant Town-Peter Cooper Village,33706,58.019343737020115,8.031211060345338,0.0,11.5231709487925,0.0,0.4301904705393699,2.655313594018869,19.340770189283806
Sunnyside,159771,32.25491484687459,14.04259846905884,0.08762541387360659,11.084614855011235,0.0,0.27101288719479755,2.2137934919353324,40.0454400360516
Sunnyside Yards (North),22,0.0,86.36363636363636,0.0,0.0,0.0,0.0,13.636363636363635,0.0
Sunnyside Yards (South),0,,,,,,,,
Sunset Park (Central),128174,33.224366876277564,5.016618034858864,0.02652644061978248,29.392076396148987,0.008582083729929626,2.9374132039259133,2.1736077519621766,27.220809212476787
Sunset Park (East)-Borough Park (West),58265,38.24422895391745,2.550416201836437,0.10297777396378616,34.662318716210414,0.0,1.3215480992019222,2.109328070024886,21.009182184845105
Sunset Park (West),163106,31.92831655487842,9.827964636494059,0.05824433190685812,14.736429070665702,0.009809571689576104,0.6327173739776587,2.597697203045872,40.20882125734185
The Battery-Governors Island-Ellis Island-Liberty Island,14127,36.74523961209032,36.844340624336375,0.46719048630282434,4.155163870602393,0.0,0.0,1.9112338076024633,19.87683159906562
The Evergreens Cemetery,0,,,,,,,,
Throgs Neck-Schuylerville,185548,35.55306443615668,11.636881022700326,0.24629745402806819,15.796451592040874,0.04796602496389074,2.2085929247418457,2.1476922413607262,32.36305430400759
Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,101904,38.975898885225305,12.414625529910504,0.16289841419375098,9.891662741403675,0.0,0.4023394567436018,2.708431464908149,35.44414350761501
Tompkinsville-Stapleton-Clifton-Fox Hills,36432,40.662055335968375,17.46815985946421,0.12626262626262627,14.056324110671936,0.03568291611769873,0.6642512077294686,3.1812692138779095,23.805994729907773
Tottenville-Charleston,22945,75.99912835040314,1.0852037480932666,0.1220309435606886,8.585748529091305,0.0,0.2702113750272391,0.8847243408149923,13.052952713009368
Tremont,55682,6.598182536546819,40.3972558456952,0.07902015013828526,2.1874214288279874,0.01077547501885708,0.2514277504399986,1.3469343773571352,49.12898243597572
Tribeca-Civic Center,65666,43.90856759967106,16.72098193890293,0.1903572625102793,9.918374805835592,0.0,0.8223433740444066,3.8360795541071484,24.60329546492858
United Nations,0,,,,,,,,
University Heights (North)-Fordham,153504,11.715004169272463,14.526657285803626,0.2188868042526579,7.60371065249114,0.01172607879924953,0.7035647279549718,1.824708150927663,63.39574213049822
University Heights (South)-Morris Heights,113752,17.404529151135804,21.794781630213095,0.04659258738307898,9.855650889654688,0.014065686757155919,0.6558126450523947,1.414480624516492,48.814086785287294
Upper East Side-Carnegie Hill,98535,61.4989597604912,2.9573248084437003,0.0243568275232151,15.23012127670371,0.0030446034404018876,1.3051200081189425,2.805094636423606,16.17597807885523
Upper East Side-Lenox Hill-Roosevelt Island,132580,55.83798461306381,3.451500980540051,0.5046009956252828,20.18403982501131,0.10710514406396138,0.9571579423744154,2.088550309247247,16.869060190073917
Upper East Side-Yorkville,110172,67.52260102385361,3.795882801437752,0.15339650727952656,10.226736375848674,0.0,0.8395962676542135,2.504266056711324,14.957520967214899
Upper West Side (Central),182179,59.29607693532185,9.733833207998726,0.061477996915121944,7.621075974728152,0.0,0.30848780594909403,2.9690579045883445,20.009990174498707
Upper West Side-Lincoln Square,113299,56.508883573553156,9.210143072754393,0.054722460039364866,10.400797888772187,0.0,0.9991262058800165,2.8693986707737933,19.95692812822708
Upper West Side-Manhattan Valley,92749,34.43810714940323,17.74250935320057,0.10889605278763113,10.26641796677053,0.005390893702357976,0.6285782056949402,2.1261684762099864,34.68393190223075
Van Cortlandt Park,0,,,,,,,,
Wakefield-Woodlawn,101070,28.01919461759177,35.550608489165924,0.4234688829524092,13.20965667359256,0.007915306223409517,2.4131789848619767,3.838923518353617,16.537053527258337
Washington Heights (North),210909,22.05975088782366,16.115006946123682,0.07965520674793394,6.244399243275535,0.04741381354043687,0.45896571507142886,2.6276735464110113,52.36713464100631
Washington Heights (South),202901,16.287253389584084,16.186218894929056,0.16904795934963357,9.900887624999385,0.033513881153863216,0.6451422122118669,1.811228135888931,54.96670790188318
West Farms,56372,22.241538352373517,32.48421202015185,0.028382885120272476,4.404668984602285,0.10288795856098773,0.5304051656850919,1.8324700205775917,38.3754346129284
West New Brighton-Silver Lake-Grymes Hill,127345,45.64450901095449,13.197220149986258,0.010993757116494562,7.170285445050846,0.0,0.29840197887628095,3.3530959205308415,30.325493737484788
West Village,115111,44.94010129353407,12.083988498058396,0.25193074510689684,6.549330646072052,0.07384177011753873,0.2614867388868136,3.0153504009173755,32.82396990730686
Westchester Square,38086,16.16079399254319,14.039279525284881,0.11027674210996168,25.39515832589403,0.06826655463950008,4.437326051567505,2.4339652365698683,37.354933571391065
Westerleigh-Castleton Corners,87558,42.99550012563101,13.23351378514813,0.0,9.767240000913679,0.0,0.357477329313141,2.0272276662326685,31.619041092761368
Whitestone-Beechhurst,28353,59.58452368356082,0.3103728000564314,0.0,23.941029167989278,0.02468874545903432,0.5925298910168236,0.941699291080309,14.6051564208373
Williamsbridge-Olinville,114951,16.92895233621282,48.22924550460631,0.4749849936059713,9.212621029830101,0.15658845943053995,0.7185670416090334,2.0156414472253394,22.263399187479884
Williamsburg,94307,47.32840616285112,2.397489051714083,0.010603666747961446,9.308959038035352,0.03393173359347662,0.3117478023900665,3.0877877570063728,37.521074787661576
Windsor Terrace-South Slope,51440,66.12169517884915,5.223561430793157,0.0,9.758942457231726,0.0,0.57348367029549,3.339813374805599,14.982503888024883
Woodhaven,114909,16.999538765457885,7.339720996614712,0.4629750498220331,31.157698700710995,0.0,0.8659025837836898,1.6108398819935774,41.563324021617106
Woodlawn Cemetery,0,,,,,,,,
Woodside,197137,16.635131913339453,17.036375718409026,0.13949689809624777,13.109157590913934,0.009130706057208946,0.49711621867026484,1.5963517756686973,50.97723917884517
Yankee Stadium-Macombs Dam Park,0,,,,,,,,
