NTAName,Population,Weighted Median Income,Below Poverty Line %,EAPop,Bachelor degree,Total,"White, not hispanic","Black or African American, not hispanic","American Indian and Alaska Native, not hispanic","Asain, not hispanic","Native Hawaiian and Other Pacific Islander, not hispanic","Some other race alone, not hispanic","Two or More Races, not hispanic",Hispanic or Latino,NormalizedSD,Total_NYPD_Complaints,avg_compound_score,norm_compound_score
Hunts Point,3233.705882352941,43631.26094628272,34.314943368651804,7800,6.564102564102564,20176,19.88005551149881,22.30868358445678,0.0594766058683584,2.780531324345757,0.0,0.63441712926249,0.6145915939730373,53.72224425059476,0.944481366919542,0.23564102564102565,-0.3835857641102103,0.5100734658294773
Hutchinson Metro Center,3519.454545454545,68946.64723355892,66.15384615384615,554,10.469314079422382,8021,20.633337489091137,45.90450068570004,0.0,15.085400822840043,0.0,1.3090637077671112,2.8924074304949507,14.175289864106718,3.489721109567253,0.4314079422382672,-0.3223326029214781,0.6624768119398876
Jackson Heights,4114.675675675676,73215.28983927012,13.160044719642242,70383,13.979227938564708,222912,23.04227677289693,12.220517513637668,0.1179837783519954,13.26532443296009,0.0448607522250933,0.4450186620729256,2.32692721791559,48.53709086993971,1.0819853671460555,0.06221672847136382,-0.3831560063238965,0.5111427416575347
Jacob Riis Park-Fort Tilden-Breezy Point Tip,1213.6,182126.60332893868,0.0,11,0.0,2180,1.5137614678899085,58.11926605504587,0.0,0.0,0.0,0.0,0.0,40.36697247706422,0.8081284500450848,0.2727272727272727,-0.4799581720060417,0.2702902913613507
Jamaica,3696.525,72517.39345736874,15.706457725201004,55604,11.621466081576864,143915,24.35117951568634,23.12545599833235,0.2911440781016572,21.54883090713268,0.0896362436160233,2.2158913247402983,2.388215265955598,25.98964666643505,0.908348342371998,0.08407668513056614,-0.3658862120866395,0.5541115350604852
Jamaica Estates-Holliswood,3139.76,83595.70627054297,8.859771625729072,16927,20.269392095468778,38596,39.18540781428127,22.551559747124053,0.4119597885791273,17.250492278992642,0.0,1.3161985697999792,1.9328427816354024,17.351539019587523,1.0793349106309271,0.04478052815029243,-0.3611371200128844,0.5659277010995996
Jamaica Hills-Briarwood,3621.0,83397.3833301468,14.450608224085176,40618,17.905854547245063,93911,28.93484256370393,24.61479485896221,0.1469476419162824,18.73369466835621,0.0,1.7846684626934013,2.9464067042199527,22.83864510014801,1.5411091812058784,0.02644147914717613,-0.3755057708528611,0.530177212070024
Kensington,3570.2272727272725,86656.49239289579,14.533422254142517,34898,16.565419221731904,46916,39.741239662375314,12.281524426634835,0.1577287066246056,25.799300878165237,0.0,1.7968283741154405,5.286043140932731,14.937334811151844,2.434765546442655,0.027250845320648746,-0.4133794643067081,0.4359440737322098
Kew Gardens,2649.625,98735.07927222406,8.528037383177569,18253,19.158494494055773,90009,59.255185592551854,5.3794620537946205,0.2110900021109,13.250897132508973,0.06554900065549,0.60549500605495,2.4442000244420004,18.788121187881213,2.0970438960593936,0.029091108310962583,-0.3835559341915816,0.5101476853362746
Kew Gardens Hills,3994.444444444444,91578.64986091794,11.938906377521278,34290,16.803732866724992,33919,50.1076093045196,6.875202688758512,0.4039034169639435,23.27309177746985,0.0,0.1709956071818155,3.013060526548542,16.15613667855774,1.2399531676834783,0.027325750947798193,-0.3880575053292067,0.4989473735349907
Kingsbridge Heights-Van Cortlandt Village,4926.714285714285,51167.11314408328,25.08572562133364,35851,9.748682045131238,94567,21.872323326318902,17.954466145695644,0.0,3.3563505239671345,0.1057451330802499,0.5001744794695824,2.5526875125572346,53.65825287891125,3.8789155725774593,0.03514546316699674,-0.3494460582138953,0.5950161089984118
Kingsbridge-Marble Hill,4826.785714285715,70837.47368109509,26.6328205519716,24565,12.766130673722776,86521,21.50460581824066,13.237248760416543,0.1421620184695045,8.209567619421874,0.0,0.5802059615584655,2.6525352226627064,53.673674599230246,3.454869347879208,0.09468756360675758,-0.3476017095996182,0.5996050133872621
Laurelton,3119.714285714286,110972.35581707726,5.445492844956652,25941,12.844531822211945,53682,15.874967400618456,60.70749972057673,0.2496181215304944,5.7523937260161695,0.0,0.3595246078760106,1.6430088297753436,15.412987593606797,1.0677132350854084,0.04290505377587603,-0.3726432598435262,0.5372993956052758
Longwood,3986.304347826087,40823.53249713693,32.01516521040474,38758,6.243872232829351,102403,32.244172534007795,17.17625460191596,0.0800757790299112,6.702928625137935,0.2773356249328633,0.4931496147573802,2.004824077419607,41.02125914279855,2.764906138849242,0.0904329428763094,-0.3166235862684851,0.6766813562283913
Madison,3009.542857142857,90789.377475459,15.490682648188034,41116,16.61883451697636,65831,40.1148395132992,18.226975133295863,0.1017757591408303,22.057996992298463,0.176208777019945,2.825416597043946,4.555604502438062,11.941182725463689,1.5536759303596457,0.027167039595291372,-0.4203801995119848,0.4185256180996961
Manhattanville-West Harlem,5518.333333333333,62587.4477499245,26.713510329448397,23769,11.813706929193488,28142,14.572525051524412,30.950181223793617,0.1492431241560656,4.86461516594414,0.0,0.1847772013360813,1.588373249946699,47.69028498329899,3.962656624046782,0.07880011780049645,-0.2653353759658878,0.8042910128475198
Mapleton-Midwood (West),2906.1666666666665,75913.77374739539,19.69681101743729,37245,11.314270371861996,88626,36.35389163450906,20.9735292126464,0.1805339290952993,19.68835330489924,0.0124117076253018,1.750050775167558,3.377112811138944,17.664116624918197,1.3566064925080166,0.023144046180695394,-0.4208818378054691,0.4172774971377664
Marine Park-Mill Basin-Bergen Beach,2218.3611111111118,111068.41449518538,5.809119739436016,43042,15.944891036661865,55424,52.3347286374134,27.25173210161663,0.2219255196304849,8.34656466512702,0.0,0.6170612009237875,2.980658198614319,8.247329676674365,0.7225517544883588,0.03624366897449003,-0.4408054349463693,0.3677058046422032
Maspeth,2461.5405405405404,92026.4825916532,10.691593911413811,38434,13.204454389342771,84885,44.78411969134712,7.553749190080697,0.0730399952877422,9.797961948518584,0.0,0.4193909406844555,2.3690875890911234,35.00265064499028,0.7294284186952862,0.03140448561169797,-0.4678709125533114,0.3003644744753424
Melrose,5144.409090909091,37374.88902338815,40.67110619573147,42877,5.445810107983301,132463,46.58810384786696,11.813865003812383,0.218929059435465,6.493888859530586,0.0724730679510504,0.2604500879490877,2.8317341446290665,31.720555928825405,2.4628836673234984,0.133824661240292,-0.3143118600606037,0.6824331378921441
Middle Village,2580.451612903226,100629.75940695552,6.362567984913499,32120,15.69115815691158,42227,60.4731569848675,2.2663224950860825,0.061571980012788,12.274137400241552,0.0,1.648234541880787,0.5801975039666565,22.696379093944632,1.2173530358579654,0.01998754669987547,-0.4311194315556806,0.3918054478039554
Midtown South-Flatiron-Union Square,4785.961538461538,219478.7002531442,10.132722756907793,27789,34.39130591241138,90143,35.64558534772528,8.490953263148553,0.0920759238099464,15.81376257723839,0.0,0.9573677379275152,3.2015797122350045,35.798675437915314,2.859119396967205,0.2564324013098708,-0.2401227956389681,0.8670221687802018
Midtown-Times Square,2869.6060606060605,195990.8899965152,10.394486692015208,19860,31.641490433031212,96023,31.826749841183883,10.720348249898462,0.0249940118513272,18.66844401862054,0.067692115430678,2.6087499869822857,2.9597075700613398,33.12331420597149,1.7325434778670397,0.40840886203423965,-0.2426510695648971,0.8607315970167618
Midwood,3225.2580645161293,91840.42051148695,15.532168980444844,49914,15.779140121008131,62300,57.09309791332263,15.428571428571429,0.3691813804173354,12.451043338683789,0.0738362760834671,1.8892455858748,3.112359550561798,9.58266452648475,1.3203393164699813,0.023520455182914613,-0.4133054011826774,0.4361283494121355
Morningside Heights,5379.125,105939.22148118886,22.251703119397632,37379,15.433799727119505,66438,34.292121978385865,21.328155573617508,0.2844757518287726,10.227580601463018,0.0225774406213311,0.4455281615942683,2.746921942261958,30.65263855022728,2.671536567547854,0.054602851868696324,-0.2932752219106186,0.7347741760157638
Morris Park,2961.692307692308,79302.2215079736,11.54970102953738,22296,13.872443487621098,63230,45.84374505772576,2.2204649691602087,0.1154515261742843,26.18693658073699,0.0173968053139332,0.2577890241973747,2.0085402498813854,23.34967578681006,1.5283280834124728,0.0599210620739146,-0.4305577861139333,0.3932028719203406
Morrisania,4563.727272727273,39331.94084779188,35.714285714285715,25169,7.02451428344392,84435,34.56149700953396,19.39361639130692,0.2759519156747794,7.873512169124178,0.0,0.3860958133475454,2.671877775803873,34.83744892520874,3.079994944812241,0.12670348444515078,-0.3114481275961476,0.6895583605170362
Mott Haven-Port Morris,3789.875,36052.62792308453,43.68344582789252,49694,4.350625830080091,139142,28.397608198818475,19.733797128113725,0.0395279642379727,12.467119920656597,0.0287476103548892,0.5914820830518464,2.918601141280132,35.823115953486365,1.0381623894006904,0.1350464844850485,-0.321193658553332,0.6653106074431802
Mount Eden-Claremont (West),4570.172413793103,39358.98923303279,31.80433375223733,50367,7.213056167728871,78770,9.640726164783548,25.335787736447884,0.1066395835978164,1.848419449028818,0.0,0.8099530278024628,1.7798654310016502,60.47860860733781,3.126140770248052,0.08779558043957353,-0.2820694600118388,0.7626551143371111
Mount Hope,4475.625,44559.297742400966,30.190849888037476,47167,5.243072487120233,112304,10.456439663769768,28.80930331956119,0.0507550933181364,4.270551360592677,0.0445220116825758,0.5387163413591679,1.4496367003846702,54.38007550933182,3.3536145475358805,0.08007717259948693,-0.3150437967918197,0.6806120138095074
Mount Olivet & All Faiths Cemeteries,2185.6666666666665,100907.13302577398,0.0,14,0.0,14,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5658402400565805,0.6428571428571429,-0.5300772418290631,0.1455895608727686
Murray Hill-Broadway Flushing,3822.0,71120.98541141399,14.830331719172245,40756,11.360290509372852,54362,22.06320591589713,1.1662558404768038,0.1066921746808432,58.43052132003973,0.1030131341746072,0.4745962253044406,1.109230712630146,16.54648467679629,0.7535219074418378,0.027480616350966727,-0.392496211937569,0.487903474307774
Murray Hill-Kips Bay,5490.05,192062.6573710622,7.855284351381489,48642,35.080794375231285,109023,44.01640020913018,7.931353934490887,0.0559514964732212,16.126872311347146,0.0,0.7227832659163663,2.4371004283499813,28.709538354292214,2.6972248790839277,0.06017433493688582,-0.2512238168706901,0.8394018346109287
New Dorp-Midland Beach,4172.466666666666,95375.62330835476,8.489483747609942,21835,14.18365010304557,62079,61.72618759967139,2.9091963465906345,0.080542534512476,16.00057990624849,0.0853750865832246,0.3721065094476393,1.991011453148408,16.835000563797742,0.6840891691392611,0.055324021067094116,-0.3686093366075582,0.5473361575810342
New Springville-Willowbrook-Bulls Head-Travis,4132.888888888889,118256.00723196042,10.01718409898041,34837,13.795677010075494,49734,54.07367193469257,2.555595769493707,0.1105883299151486,17.889170386455948,0.0562995134113483,0.0723850886717336,1.6145896167611695,23.627699360598385,0.2031015298029579,0.04334471969457761,-0.3984071121186311,0.4731966257364352
North Corona,3240.730769230769,59654.64620990043,15.286369516641184,17687,3.4997455758466667,91917,3.2583744029940056,23.09692439918622,0.0293743268383432,4.870698565009738,0.0446054592730398,0.3296452234080747,1.064003394366657,67.30637422892391,3.046896338128431,0.09572002035393226,-0.370816276670228,0.5418450932230714
Norwood,4166.421052631579,50764.609421186935,29.26607756504664,29786,10.232995366950917,54604,13.636363636363637,13.130906160720826,0.0,8.468244084682441,0.0,0.39557541572046,1.7434620174346205,62.62544868507801,2.7051534788068503,0.10169207010004701,-0.3180614366773727,0.6731038557489383
Oakland Gardens-Hollis Hills,3473.3846153846152,104426.52648713291,7.713961905458268,25223,17.97169250287436,25556,36.63327594302708,3.5764595398340897,0.9469400532164656,40.19408358115511,0.0,0.0743465331037721,1.72953513851933,16.845359211144153,1.0732570312828702,0.0170082860880942,-0.3508608939629681,0.5914958710519826
Oakwood-Richmondtown,4008.6666666666665,115584.60061533345,7.083176868193767,20485,10.988528191359531,45718,68.32538606238244,1.9817139857386583,0.3696574653309418,10.149175379500416,0.0,0.0743689575222013,3.2678594864167283,15.831838663108622,0.760462479349046,0.02543324383695387,-0.3864782481726145,0.5028767066561314
Ocean Hill,3959.034482758621,56130.99236142563,27.34288864388093,36805,9.927998913191145,84569,7.402239591339615,43.50175596258676,0.0957797774598257,2.3010795918126026,0.0685830505267887,0.2696023365535834,1.1848313211696957,45.17612836855112,2.1173984173099547,0.08504279309876375,-0.3710100055528442,0.5413630784278192
Old Astoria-Hallets Point,2814.25,109391.64377720527,19.53614867417088,14574,17.98408124056539,79531,43.24854459267456,11.95885880977229,0.1383108473425456,7.077743269919906,0.0980749644792596,0.2225547270875507,2.982484817241076,34.27342797148282,3.834928066271916,0.04926581583642103,-0.3868986657905198,0.501830670002854
Ozone Park,3718.684210526316,85020.51633996179,11.84073056533684,23966,12.138028874238504,77290,42.27843187993272,8.734635787294605,0.0232889118902833,17.8988226161211,0.0245827403286324,1.7130288523741752,3.213869840859102,26.11333937119938,1.6942303123867888,0.048234999582742216,-0.409126648098435,0.4465254610101064
Ozone Park (North),2928.448275862069,77126.88016485133,14.718400851257885,25477,10.362287553479607,104096,37.566284967722105,8.48927912695973,0.0864586535505687,21.655971411005225,0.0124884721795265,0.6532431601598524,2.674454349830925,28.86181985859207,2.3518345377480534,0.043961219923852886,-0.4154096428402473,0.4308928078757492
Park Slope,3466.133333333333,196983.1389636867,5.061726332670688,55879,27.632921133162725,187375,52.60733822548366,10.940627084723149,0.1296864576384256,9.456971314209472,0.0282855236824549,0.5448965977318212,3.1146097398265518,23.17758505670447,1.6469078152615535,0.03910234614076845,-0.3351766192822573,0.6305197499223326
Parkchester,4836.571428571428,63184.67183069471,21.03923232586984,30318,11.425555775446927,50402,13.959763501448355,31.42930836077933,0.6110868616324749,20.203563350660687,0.0,1.5356533470894012,1.458275465259315,30.802349113130436,4.631619434372247,0.039910284319546144,-0.3862255235012971,0.5035055082527504
Pelham Gardens,2826.2380952380954,86276.66410001516,12.59277412127153,29209,11.873052826183711,42237,23.74695172479106,28.233539313871724,0.0615574022776238,11.032980562066436,0.0,0.5587518052892014,2.6398655207519472,33.72635367095201,1.4148892171553769,0.03971378684651991,-0.4303125381156278,0.3938130708854759
Pelham Parkway-Van Nest,3621.0,63822.3518019884,16.657951500098044,29261,12.350910768599842,113641,30.0938921691995,25.11769519803592,0.14959389656902,10.322858827359845,0.0281588511188743,1.121074260170185,2.074075377724589,31.09265141982207,2.7289936631868192,0.05331328389323673,-0.3665370707719519,0.5524921404111052
Pomonok-Electchester-Hillcrest,3840.0833333333335,89148.655910245,13.829072315558802,24400,13.709016393442624,35282,26.0359390057253,12.218695085312625,0.0198401451164899,31.40411541295845,0.0595204353494699,0.1898985318292614,3.673261152995862,26.398730230712548,1.150488592680355,0.05737704918032787,-0.2288529496406146,0.8950625540756803
Port Richmond,3755.941176470588,102462.69466413996,21.96779964221825,13058,12.513401746056058,46810,19.16470839564196,29.01944029053621,0.260628070925016,7.981200598162785,0.0,0.6643879512924589,2.108523819696646,40.801110873744925,1.1738946515539062,0.12122836575279522,-0.379815142485597,0.5194551098353551
Prospect Heights,3884.6666666666665,165325.43717464677,7.293051861702128,22301,26.729743060849287,61618,50.822811516115415,16.404297445551624,0.1217176798987308,8.635463663215294,0.0081145119932487,0.2028627998312181,3.6109578369956834,20.193774546398775,4.124461572154526,0.04336128424734317,-0.3653018365503066,0.5555655136861398
Prospect Lefferts Gardens-Wingate,3775.571428571429,73762.59122176397,16.066699154607285,45424,16.271134202183866,53515,22.08352798280856,53.80173783051481,0.0971690180323273,5.985237783798935,0.0,0.4017565168644305,2.995421844342708,14.635149023638231,1.7695471167219905,0.05871345544205706,-0.3173222277877856,0.6749430736123317
Queens Village,2960.823529411765,97449.58856836334,7.702822773562983,52522,12.358630669052967,109661,31.445089867865512,26.315645489280605,0.1577589115547004,17.545891429040406,0.0629211843773082,3.671314323232507,4.739150655201028,16.062228139447935,0.6106955214440641,0.04510490841932904,-0.388611731794978,0.4975684084947008
Queensboro Hill,3958.1111111111113,71365.61213261096,14.342378948386786,20166,12.223544579986116,20196,12.145969498910675,1.6785502079619727,0.0,67.73123390770449,0.0,0.7328183798772034,0.8367993662111309,16.87462863933452,1.6096114146032472,0.03758801943865913,-0.4340339378911428,0.3845538952446383
Queensbridge-Ravenswood-Dutch Kills,2239.875,94339.66774559591,16.469549189770373,22228,12.574230700017996,111077,30.231281003268,18.228796240445817,0.0459140956273576,11.873745239788615,0.2646812571459438,0.7652349271226266,3.2130864175301816,35.37726081907145,1.5344850046745535,0.08691740147561634,-0.3932169270233187,0.4861102706831961
Randall's Island,3046.0,15537.940906106369,77.49497655726725,2009,2.1901443504230964,17909,32.37478362834329,14.1158076944553,0.11725947847451,10.480763861745492,0.0279189234463119,1.4182813110726449,0.993913674688704,40.47127142777375,1.8127216615475816,0.2896963663514186,-0.338513736274513,0.6222167042327459
Rego Park,4552.24,88106.28884241605,11.648936170212766,28213,24.40364371034629,27743,39.38290740006488,3.582885772987781,0.0,37.69599538622355,0.0,0.6668348772663374,2.2528205313051943,16.418556032152253,2.106551945767182,0.035940878318505655,-0.4245266854516781,0.4082087900447015
Richmond Hill,2735.548387096774,79326.37624112639,10.58813564107632,35709,11.55451006748999,114204,38.05470911701867,8.299183916500299,0.5709081993625442,15.92238450492102,0.0788063465377745,1.0708906868410912,3.0769500192637738,32.926167209554826,1.4053084647656071,0.0442465484891764,-0.4140459057905393,0.4342859076857308
Ridgewood,3190.2380952380954,70924.48095380253,12.29285724027878,66137,13.413066815851945,112633,49.449095735708006,2.7052462422203085,0.0088783926557935,6.515852370086919,0.0,0.3169586178118313,2.3021672156472794,38.70180142586986,0.9996979875931888,0.04375765456552308,-0.3527479450117193,0.5868007191850494
Riverdale-Spuyten Duyvil,3546.1052631578946,115760.56285620992,6.834868821026049,45308,18.51107972102057,108627,36.56181244073757,24.04834893718873,0.0340615132517698,5.425907002863008,0.0193322102239774,0.7208152669225882,2.723079897263112,30.46664273154925,0.67539280650352,0.025801183014037256,-0.3626341799106923,0.5622028821135127
Rockaway Beach-Arverne-Edgemere,4519.75,64944.44541549127,22.07765147130322,34206,10.562474419692451,48121,15.126452068743376,50.72837222834106,0.4862741838282662,4.391014318073191,0.0,2.5020261424326176,2.495791858024563,24.27006920055693,0.8423018483832031,0.08311407355434719,-0.3443050619971007,0.6078073676138871
Rosebank-Shore Acres-Park Hill,3365.125,90980.78789792355,14.415990006246096,12884,17.62651350512263,69331,23.126739842206227,12.971109604650158,0.1961604477073747,32.04627078795921,0.0230776997302793,1.0716706812248489,1.8519854033549208,28.71298553316698,1.2067155680952373,0.083281589568457,-0.3759363247116656,0.5291059555423749
Rosedale,2719.894736842105,109656.33989318472,8.790194558275187,12918,11.425917324663262,32392,16.23857742652507,66.6090392689553,0.1204000987898246,5.090763151395406,0.0,0.7069646826376883,2.2937762410471723,8.940479130649544,0.9005678470690301,0.07663725034835114,-0.3745735844690936,0.5324965752070053
Sheepshead Bay-Manhattan Beach-Gerritsen Beach,3330.833333333333,88116.08074389125,13.56170881385076,57771,18.52140347233041,84373,47.634906901496926,26.836784279331063,0.2500800018963413,14.699015087765044,0.0,0.3899351688336316,2.2803503490453108,7.908928211631682,0.6712628795843776,0.040037389001402086,-0.4320231432568733,0.3895569322251999
SoHo-Little Italy-Hudson Square,4323.55,147504.0166298528,11.13584773878121,22489,33.76317310685224,62910,47.44396757272294,12.053727547289778,0.0222540136703226,14.533460499125736,0.0492767445557145,0.5436337625178826,3.175965665236052,22.177714194881577,3.293267238869736,0.11890257459202276,-0.291308993289026,0.7396663287689165
Soundview-Bruckner-Bronx River,4157.555555555556,51376.100869456764,30.147534238523484,69194,6.71590022256265,182137,33.75151671543948,14.600547939188631,0.1965553402109401,12.189176279394085,0.0532566145264279,0.9207354903177278,2.438274485689344,35.84993713523337,1.3207387277147786,0.0563632684914877,-0.3450736563963996,0.6058950359728481
Soundview-Clason Point,3827.0,64776.30727288564,24.37707063114229,26881,8.705033294892303,83420,20.88228242627667,16.23231838887557,0.2301606329417406,17.24886118436826,0.0,0.2493406856868856,1.8796451690242144,43.27739151282666,1.4029988999611671,0.09151445258732933,-0.3871040565286904,0.5013196394674527
South Jamaica,2671.90625,80747.43141015894,13.446045864877393,31876,8.940895971891077,111368,21.414589469147334,29.9915595144027,0.2172976079304647,19.899791681632067,0.0062854679979886,3.108612887005244,2.3256231592558003,23.036240212628403,1.1234941380432328,0.06669594679382608,-0.43245766752913,0.3884757969536003
South Ozone Park,3170.31914893617,92705.31062044896,9.748318255625144,80664,10.800357036596251,217697,19.388875363463896,18.901960063758345,0.410662526355439,24.79087906585759,0.0946269356031548,4.888905221477558,3.571937141990932,27.952153681493087,0.5197965811417569,0.0449023108201924,-0.3818994868513549,0.5142690745414521
South Richmond Hill,2825.958333333333,85130.03969155006,12.735909616125303,24003,10.99445902595509,69581,38.376855750851526,5.648093588767048,0.1738980468806139,26.732872479556203,0.044552392176025,5.715640764001667,2.4489443957402166,20.859142582026703,2.683952949078515,0.034787318251885184,-0.4309231092157366,0.392293915353108
South Williamsburg,4471.590909090909,47617.20843710292,50.33701633889339,36891,2.6185248434577537,53056,80.77503015681545,2.757463811821472,0.0,2.5256332931242462,0.0,0.2110977080820265,0.6144451145958987,13.116329915560918,2.7969265182200025,0.02870618850126047,-0.3763186761041832,0.528154631064115
Springfield Gardens (North)-Rochdale Village,3512.4210526315787,85860.92079237592,9.05483291864823,17959,9.365777604543684,42829,10.271078007891848,69.17976137663733,0.0326881318732634,3.299166452637232,0.0,1.284176609306778,2.526325620490789,13.406803801162765,1.2342737522667482,0.1276240325185144,-0.4234893058612787,0.4107898832927117
Springfield Gardens (South)-Brookville,3262.285714285714,103976.816780522,8.923050124112702,22196,10.614525139664805,27945,6.2372517444981215,74.27088924673467,0.146716765074253,4.734299516908213,0.2648058686706029,1.0341742708892467,3.1347289318303813,10.177133655394526,0.7406095407327716,0.05514507118399712,-0.399239131430126,0.4711264872384466
St. Albans,2588.8936170212764,98222.64809579382,8.582856103990547,51429,11.145462676699916,135450,17.84643779992617,50.391288298265046,0.4872646733111849,13.071982281284608,0.0841638981173864,1.1081579918789222,3.00110741971207,14.009597637504614,0.5727000633149859,0.04413852106787999,-0.4073895325021527,0.4508475600547301
St. George-New Brighton,2860.5454545454545,85291.5999809318,18.476471589941536,17224,14.13144449605202,61356,56.72305886954822,10.791120672794836,0.1401655909772475,9.107503748614644,0.0309668166112523,0.0798617902079666,4.273420692352826,18.853901818893014,1.6047496013598272,0.11518810961449141,-0.3212554136689257,0.6651569551895942
Stuyvesant Town-Peter Cooper Village,6335.5,142015.50267540052,10.422358579298606,22335,34.08551600626819,33706,58.01934373702012,8.031211060345338,0.0,11.5231709487925,0.0,0.4301904705393699,2.655313594018869,19.34077018928381,7.629425784754449,0.00819341840161182,-0.3127787186411792,0.6862477309326703
Sunnyside,2412.083333333333,83915.43297633443,10.339743071826774,39917,22.42402986196357,159771,32.25491484687459,14.04259846905884,0.0876254138736065,11.084614855011235,0.0,0.2710128871947975,2.2137934919353324,40.0454400360516,0.8917563315845416,0.04318961845830097,-0.3756870707403726,0.5297261217267669
Sunset Park (Central),3138.5,53381.88690738363,23.249281278117937,33113,7.89418053332528,128174,33.224366876277564,5.016618034858864,0.0265264406197824,29.392076396148987,0.0085820837299296,2.9374132039259133,2.1736077519621766,27.220809212476787,2.268193563188011,0.05127895388518105,-0.3246671240915075,0.6566683143705653
Sunset Park (East)-Borough Park (West),2893.8,50181.892777662586,27.37182478831922,16240,7.266009852216748,58265,38.24422895391745,2.550416201836437,0.1029777739637861,34.662318716210414,0.0,1.3215480992019222,2.109328070024886,21.009182184845105,3.620546908932566,0.050492610837438424,-0.3763565128718816,0.5280604898003608
Sunset Park (West),3069.5405405405404,85334.60215015893,16.366650876361913,49559,13.158054036602836,163106,31.92831655487842,9.82796463649406,0.0582443319068581,14.736429070665702,0.0098095716895761,0.6327173739776587,2.597697203045872,40.20882125734185,0.8443695175074855,0.06119978207792732,-0.3543783582923336,0.5827441050497746
Throgs Neck-Schuylerville,3198.086956521739,83296.31817934634,14.4143007360673,45634,10.029802340360256,185548,35.55306443615668,11.636881022700326,0.2462974540280681,15.796451592040874,0.0479660249638907,2.2085929247418457,2.1476922413607262,32.36305430400759,0.6398905639721623,0.047771398518648374,-0.4211610863950838,0.4165827016590031
Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,3980.677419354839,114944.0195784475,10.969176993962504,17181,14.841976602060416,101904,38.975898885225305,12.414625529910504,0.1628984141937509,9.891662741403676,0.0,0.4023394567436018,2.708431464908149,35.44414350761501,0.2283193765586778,0.038705546824981084,-0.3888448160650155,0.4969884739739344
Tompkinsville-Stapleton-Clifton-Fox Hills,3307.5333333333333,81890.39935097656,25.53871730929088,12397,9.179640235540855,36432,40.662055335968375,17.46815985946421,0.1262626262626262,14.056324110671936,0.0356829161176987,0.6642512077294686,3.181269213877909,23.805994729907773,1.7547758336607762,0.1284988303621844,-0.3680988878920772,0.5486061996612684
Tottenville-Charleston,4509.0,124264.77629925334,6.28622117090479,15693,16.31300579876378,22945,75.99912835040314,1.0852037480932666,0.1220309435606886,8.585748529091305,0.0,0.2702113750272391,0.8847243408149923,13.052952713009368,0.3355443493505889,0.043586312368571974,-0.3694593155589911,0.5452213338918102
Tremont,3730.363636363637,37518.98047960228,36.32910190256101,31270,6.498241125679565,55682,6.598182536546819,40.3972558456952,0.0790201501382852,2.1874214288279874,0.010775475018857,0.2514277504399986,1.3469343773571352,49.12898243597572,2.6877552940239484,0.08369043811960346,-0.3378796498860154,0.623794367906827
Tribeca-Civic Center,4589.266666666666,178021.09237496188,3.9144245142002982,21346,34.17502108123302,65666,43.90856759967106,16.72098193890293,0.1903572625102793,9.918374805835592,0.0,0.8223433740444066,3.836079554107149,24.60329546492858,3.133063050143837,0.1248008994659421,-0.2724187640484588,0.7866669094603301
University Heights (North)-Fordham,5106.148148148148,45830.71223506884,25.79971275623449,45837,6.145690162968781,153504,11.715004169272463,14.526657285803626,0.2188868042526579,7.60371065249114,0.0117260787992495,0.7035647279549718,1.824708150927663,63.39574213049822,2.3228019772290893,0.06843816131073151,-0.3014463165516918,0.7144437613805518
University Heights (South)-Morris Heights,4711.52,42434.78825517031,34.40699580980142,55215,6.058136375984787,113752,17.404529151135804,21.79478163021309,0.0465925873830789,9.855650889654688,0.0140656867571559,0.6558126450523947,1.414480624516492,48.814086785287294,2.1656307027252613,0.061812913157656434,-0.3237266882021279,0.6590082030156942
Upper East Side-Carnegie Hill,4456.875,224570.78982611132,4.87153209867506,54413,29.608733207138,98535,61.4989597604912,2.9573248084437003,0.0243568275232151,15.23012127670371,0.0030446034404018,1.3051200081189425,2.805094636423606,16.17597807885523,2.119988725178628,0.058441916453788614,-0.2850551510841587,0.7552264477827189
Upper West Side (Central),8054.882352941177,220846.16049454844,7.801272638277043,95311,28.584318704032064,182179,59.29607693532185,9.733833207998726,0.0614779969151219,7.621075974728152,0.0,0.308487805949094,2.9690579045883445,20.009990174498707,1.6740349334457414,0.03771862639149731,-0.2706824034942715,0.7909871298926586
Upper West Side-Lincoln Square,5982.176470588235,196050.5443916733,9.902594848069992,33723,26.379622216291555,113299,56.50888357355316,9.210143072754391,0.0547224600393648,10.400797888772187,0.0,0.9991262058800164,2.8693986707737933,19.95692812822708,2.6927456981314624,0.08780357619428876,-0.2247850856882529,0.9051837635909188
Upper West Side-Manhattan Valley,7181.076923076923,148384.89924373888,17.04781308909496,52334,20.76661443803264,92749,34.43810714940323,17.74250935320057,0.1088960527876311,10.26641796677053,0.0053908937023579,0.6285782056949402,2.1261684762099864,34.68393190223075,3.222492105651992,0.04471280620629037,-0.2792269413694215,0.7697275550745094
Wakefield-Woodlawn,3148.208333333333,79163.15944254007,15.169303893887998,48046,12.315281188860675,101070,28.01919461759177,35.550608489165924,0.4234688829524092,13.20965667359256,0.0079153062234095,2.4131789848619767,3.838923518353617,16.537053527258337,1.072932214255379,0.058506431336635724,-0.4145431534552947,0.4330487110009617
