NTAName_x,Total Population_x,Below Poverty Line %,Total Population_y,Less than 9th grade,"9th to 12th grade, no diploma",High school diploma,Some college,Associate degree,Bachelor degree,Graduate degree,"High school graduate, or higher","Bachelor degree, or higher"
Park Slope,59861,5.061726332670688,55879,116.0651920838184,21.594877764842842,27.0081490104773,105.47147846332945,77.35739231664726,898.7776484284051,687.8346915017462,278.1140861466822,134.34225844004658
Parkchester,30638,21.039232325869836,30318,64.6185620240093,12.624241641925908,17.271201755518266,40.531818768555574,23.38969923841487,44.714082870788694,26.37149864463663,2.6590938427778497,0.5808700141990448
Pelham Bay Park,52,28.846153846153843,24,0.05561735261401557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pelham Bay-Country Club-City Island,27779,9.834767270240109,22731,122.07653197752208,17.66122558201766,23.896173401123896,49.95986085094996,38.05191329943805,79.82338774417983,43.35028097404335,4.495584693604496,5.967353492105968
Pelham Gardens,28564,12.59277412127153,29209,107.8248384781048,18.592964824120603,26.13065326633166,64.08231634362288,41.34960516870065,82.98636037329504,45.824359894711655,10.935630533620483,8.135917683656377
Pelham Parkway-Van Nest,30598,16.657951500098044,29261,153.46027096301722,46.53972903698279,25.082387403881363,94.32442328817284,67.66752105455876,132.3324789454412,44.08641523251556,8.238740388136213,5.199560600512633
Pomonok-Electchester-Hillcrest,34225,13.829072315558802,24400,142.92682926829266,27.405764966740577,21.951219512195124,66.43015521064302,39.33481152993348,148.3370288248337,51.61862527716187,12.993348115299336,6.075388026607539
Port Richmond,19565,21.967799642218246,13058,25.12472283813747,9.811529933481152,5.778824833702882,13.553215077605321,7.829822616407982,22.644124168514413,8.190133037694013,1.233370288248337,0.37416851441241683
Prospect Heights,24064,7.2930518617021285,22301,90.2089552238806,15.641791044776118,10.08955223880597,62.80597014925373,37.67164179104478,355.8805970149254,272.17910447761193,78.44776119402985,44.17910447761194
Prospect Lefferts Gardens-Wingate,47197,16.066699154607285,45424,146.33703329969728,28.2744702320888,21.594349142280524,95.60040363269425,42.643794147325934,149.1624621594349,74.89404641775984,18.890010090817356,9.021190716448032
Queens Village,58524,7.702822773562983,52522,160.89498085063497,63.45494859907277,36.00080628905463,111.73150574480952,70.85265067526709,130.8405563394477,50.272122555936306,5.885910098770409,5.079621044144326
Queensboro Hill,20673,14.342378948386786,20166,83.92969240426868,8.600125549278092,6.675036618539442,19.062565390249006,21.2596777568529,51.579828415986604,18.727767315337935,7.009834693450514,3.536304666248169
Queensbridge-Ravenswood-Dutch Kills,26042,16.469549189770373,22228,216.95501730103808,34.65150766188829,27.385071675729115,78.74443895205141,52.00197726149284,138.16114681166584,51.75481957488878,8.551655956500246,5.9812160158180925
Randall's Island,1493,77.49497655726725,2009,11.121184647929889,7.071622846781506,2.447869446962829,6.5578724690238746,2.5687518887881535,1.3297068600785735,0.3626473254759746,0.271985494106981,0.0
Rego Park,30080,11.648936170212766,28213,122.57966616084977,12.5948406676783,33.201820940819424,49.6206373292868,46.980273141122915,208.95295902883157,96.44916540212442,22.12443095599393,15.993930197268588
Richmond Hill,35417,10.58813564107632,35709,149.281210592686,24.211853720050442,23.934426229508198,68.09583858764186,38.89029003783102,104.06052963430012,35.15762925598992,4.968474148802017,3.480453972257251
Ridgewood,73319,12.292857240278781,66137,305.4007959067652,42.35361000568505,103.63843092666288,112.45025582717454,96.56054576463899,252.1603183627061,106.85048322910744,7.2768618533257525,7.987492893689597
Riverdale-Spuyten Duyvil,42766,6.834868821026049,45308,135.70971867007674,18.0306905370844,38.075447570332486,103.03708439897699,42.19948849104859,268.12659846547314,242.90281329923275,81.93734015345268,56.58567774936062
Rockaway Beach-Arverne-Edgemere,43193,22.07765147130322,34206,260.1280292638317,45.541838134430726,41.838134430727024,159.3507087334248,98.03383630544124,165.20347508001828,70.87334247828075,14.906264288980339,6.081390032007316
Rosebank-Shore Acres-Park Hill,24015,14.415990006246096,12884,56.92472542191267,10.04553978033753,10.474149477631931,26.09161532279668,23.78783819983927,60.83578890972409,22.743102062684166,4.420037503348513,1.0983123493169034
Rosedale,27087,8.790194558275187,12918,86.85495118549512,16.10878661087866,15.062761506276152,55.57880055788006,24.581589958158993,51.46443514644351,24.12831241283124,4.497907949790795,1.882845188284519
Sheepshead Bay-Manhattan Beach-Gerritsen Beach,67462,13.561708813850759,57771,232.91770573566083,66.99916874480466,40.094208922139096,100.77583818232196,101.60709337766693,296.4810196730396,147.10446106954836,28.84455527847049,17.511776115267388
SoHo-Little Italy-Hudson Square,22908,11.13584773878121,22489,27.72959750945074,6.159661996886814,6.22637313764732,14.543028685790526,13.9871025127863,168.84589726484322,70.06893484545252,25.617078052034692,10.962864131643318
Soundview-Bruckner-Bronx River,68052,30.147534238523484,69194,20526.530612244896,4938.775510204081,3475.5102040816328,12867.346938775509,6251.0204081632655,9483.673469387755,2804.081632653061,253.06122448979593,206.1224489795918
Soundview-Clason Point,35919,24.377070631142292,26881,105.9625212947189,19.250425894378196,30.3236797274276,68.85292447473027,58.688245315161836,66.43952299829643,29.642248722316864,2.754116978989211,1.9307211811470757
South Jamaica,45307,13.446045864877393,31876,153.0487804878049,79.01155327342747,21.566110397946083,96.95121951219512,51.79717586649551,91.46341463414635,24.550706033376123,4.043645699614891,1.251604621309371
South Ozone Park,86220,9.748318255625145,80664,725.3535353535353,193.03030303030303,100.60606060606061,349.24242424242425,186.36363636363635,440.00000000000006,123.98989898989899,19.545454545454547,8.080808080808081
South Richmond Hill,23367,12.735909616125305,24003,208.75122910521142,63.81514257620452,24.532940019665684,81.12094395280236,45.77187807276303,129.74434611602754,45.67354965585054,7.27630285152409,0.8357915437561455
South Williamsburg,46882,50.33701633889339,36891,335.47659334461366,23.3502538071066,25.719120135363788,84.77157360406092,21.206993795826286,54.483925549915405,26.56514382402707,4.060913705583756,2.030456852791878
Spring Creek-Starrett City,15816,25.22761760242792,12553,121.3355048859935,73.8870792616721,20.57546145494028,51.68295331161781,37.29641693811075,65.58089033659066,24.158523344191096,5.320304017372422,4.451682953311618
Springfield Gardens (North)-Rochdale Village,31751,9.05483291864823,17959,136.49769585253458,29.631336405529957,32.02764976958525,102.44239631336404,62.53456221198157,77.51152073732719,35.39170506912443,3.7327188940092166,0.3686635944700461
Springfield Gardens (South)-Brookville,22963,8.923050124112702,22196,153.36894001643387,30.977814297452756,22.925225965488906,118.36483155299918,44.24815119145439,96.79539852095317,45.35743631881676,2.9580936729663105,4.067378800328677
St. Albans,55005,8.582856103990547,51429,134.4135802469136,25.196408529741866,21.01571268237935,92.28395061728395,45.32828282828283,80.41526374859707,36.27946127946128,5.1767676767676765,2.483164983164983
St. George-New Brighton,17617,18.476471589941536,17224,56.105834464043426,11.307100859339664,9.837177747625509,35.14246947082768,16.734509271822702,55.042966983265494,33.28810492989597,4.907281772953414,1.7639077340569878
Stuyvesant Town-Peter Cooper Village,22327,10.422358579298606,22335,51.07398568019092,2.6252983293556085,22.79236276849642,59.90453460620525,26.014319809069214,454.236276849642,217.8400954653938,115.33412887828163,42.06443914081145
Sunnyside,49508,10.339743071826774,39917,282.1958456973294,27.808393387028403,33.23442136498516,105.68037303942349,109.45315811784656,379.4404408647732,160.2797795676134,37.55828740991946,14.624841034336583
Sunset Park (Central),45567,23.249281278117937,33113,261.8325642715887,39.28806855636124,17.732366512854316,78.04878048780488,43.24324324324324,172.31377719182598,65.12854317732366,12.590639419907712,6.987475280158208
Sunset Park (East)-Borough Park (West),29998,27.37182478831922,16240,80.46496609622214,8.29835324507588,5.004843396835647,18.824669034549565,12.915724895059736,38.10138844042622,16.306102680012916,9.557636422344205,1.1947045527930256
Sunset Park (West),50664,16.366650876361913,49559,179.5520651541594,31.268179173938336,25.24723676556137,68.38278068644561,45.724258289703315,189.67422920302502,99.30191972076788,22.83304246655032,7.737056428155904
Throgs Neck-Schuylerville,47550,14.414300736067299,45634,64.89400584795322,17.470760233918128,14.09904970760234,41.39254385964912,29.449926900584796,41.82200292397661,27.202119883040936,3.3625730994152043,2.978801169590643
Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,31470,10.969176993962504,17181,139.2224409448819,20.57086614173228,22.244094488188974,56.15157480314961,32.23425196850393,125.49212598425197,81.64370078740157,27.706692913385826,9.498031496062993
Tompkinsville-Stapleton-Clifton-Fox Hills,15639,25.538717309290877,12397,71.32379904657132,21.45214521452145,11.294462779611294,29.92299229922992,13.678034470113678,41.73083975064173,23.138980564723138,6.527319398606528,1.65016501650165
Tottenville-Charleston,16910,6.28622117090479,15693,68.92042292710072,9.348914858096828,16.555370061213136,34.307178631051755,33.24986087924318,71.22982749026154,32.41513633834168,7.7629382303839725,1.613800779076238
Tremont,31589,36.329101902561014,31270,73.31571994715983,19.28665785997358,16.6446499339498,46.70692583506322,24.72164559350821,38.34685789771655,7.926023778071334,1.5097188148707303,1.1134176259671635
Tribeca-Civic Center,21408,3.9144245142002987,21346,12.561576354679804,0.4652435686918446,3.1472359058565957,17.952928297755886,4.241926655719759,199.64422550629448,107.90914066776136,35.52271483305966,9.414340448823207
University Heights (North)-Fordham,45954,25.799712756234495,45837,inf,inf,inf,inf,inf,inf,inf,inf,inf
University Heights (South)-Morris Heights,54890,34.40699580980142,55215,294.6555819477435,65.55819477434679,58.313539192399055,196.67458432304036,87.72763262074426,132.4228028503563,34.48139350752177,3.721298495645289,3.008709422011085
Upper East Side-Carnegie Hill,54644,4.87153209867506,54413,74.97883149872989,10.626587637595259,25.656223539373414,92.42167654530058,29.93226079593565,682.0914479254869,524.7671464860288,288.4419983065199,97.45977984758679
Upper East Side-Lenox Hill-Roosevelt Island,80076,7.7451421149907596,52112,154.6046511627907,4.232558139534884,43.81395348837209,109.11627906976744,40.6046511627907,705.4883720930233,478.6511627906977,241.95348837209303,104.97674418604652
Upper East Side-Yorkville,79977,6.999512359803443,48838,72.37293420642345,14.593077642656688,25.91206735266604,41.12878079201746,50.14031805425632,484.75210477081384,295.22918615528533,163.9538509510446,68.00748362956034
Upper West Side (Central),102150,7.801272638277043,95311,216.22851365015165,48.93832153690597,67.69464105156725,208.03842264914056,101.21334681496461,1377.350859453994,1030.8392315470173,491.6582406471183,186.90596562184027
Upper West Side-Lincoln Square,63549,9.902594848069993,33723,43.80032206119163,9.017713365539452,13.566827697262479,56.72302737520128,11.83574879227053,358.1320450885668,347.62479871175526,172.06119162640903,68.43800322061192
Upper West Side-Manhattan Valley,52517,17.04781308909496,52334,247.21266345492086,75.08602890571233,56.84790089470062,204.9552649690296,94.97591190640054,747.9697178251893,585.75361321404,211.35581555402615,171.30075705437028
Wakefield-Woodlawn,49231,15.169303893887998,48046,65.81542796759422,16.19408242338852,15.44557942937654,37.75096865093342,24.806269813314547,52.10461430081015,22.076435364564986,3.20535399788658,1.769989432898908
Washington Heights (North),81324,14.806207269686686,80126,inf,inf,inf,inf,inf,inf,inf,inf,inf
Washington Heights (South),81257,19.88505605670896,83914,202.880658436214,60.27723630062811,43.23153562919645,154.71085120207928,72.8395061728395,249.68594325319472,93.58891054797488,25.904266839939353,25.774312324019927
West Farms,18523,44.78216271662257,18539,56.91489361702128,21.72872340425532,10.824468085106382,46.72872340425532,11.78191489361702,22.4468085106383,7.26063829787234,1.0638297872340425,1.5425531914893618
West New Brighton-Silver Lake-Grymes Hill,34118,9.856966996893135,27356,142.12887438825447,37.84665579119086,47.96084828711256,84.21696574225123,62.03099510603589,149.18433931484503,96.85970636215335,34.82871125611746,13.376835236541599
West Village,31425,6.863961813842483,33204,121.56166814551908,15.971606033717837,45.607808340727594,133.00798580301685,53.68234250221828,1102.7506654835847,682.0763087843833,206.2111801242236,112.95474711623781
Westchester Square,15842,21.960611033960358,15136,78.46506300114548,19.93127147766323,15.73119511263841,45.246277205040094,36.42611683848797,60.78655975563192,23.978617793050784,3.6273386788850703,1.3745704467353952
Westerleigh-Castleton Corners,31860,5.094161958568738,30635,323.08564946114575,53.601815087918325,72.49007373794669,155.19001701644925,83.6642087351106,256.4946114577425,154.9631310266591,35.28077141236528,14.350538854225753
Whitestone-Beechhurst,30886,7.8546914459625725,28095,16.229677327546337,1.4088014514924045,2.7393361556796756,8.228681205307907,5.912697000960546,18.054715571525133,7.826674730513358,1.9922444768579457,1.024582873812658
Williamsbridge-Olinville,61710,21.040350024307244,57664,96.78167877320419,20.298627925746572,16.999596448748992,53.62187247780468,29.328087167070215,49.717514124293785,19.93543179983858,2.340597255851493,1.4931396287328491
Williamsburg,63211,15.759915204632104,57774,56.641957877397346,13.448641016590187,14.566419578773973,38.21626073655724,15.566537239675258,201.92963878103308,84.43346276032474,22.543828685727732,6.130132956818449
Windsor Terrace-South Slope,26973,7.8819560301041784,14065,12.206266318537859,1.8113577023498695,2.7741514360313317,12.402088772845952,7.065926892950392,56.15208877284596,49.06984334203655,11.89621409921671,3.4595300261096606
Woodhaven,41906,9.86970839497924,40462,270.96122778675283,44.143780290791604,43.134087237479804,124.7172859450727,92.08400646203555,205.49273021001616,56.987075928917605,13.77221324717286,4.604200323101777
Woodside,48421,7.275768778009541,43000,536.0020397756247,37.17491075981642,50.790413054564,127.53697093319735,119.58184599694033,351.30035696073435,117.54207037225906,20.958694543600203,7.598164201937786
